stage,epidermis,erythrocytes,eye,fin_mesenchyme,glial,mesenchyme,neural,otic,somites,spinal_cord,vasculature
 14-21,1.48,0,0,0,0,0,1.52,0,1.2,0.87,0
 24-34,0,0,0,0.9,0,0,1.78,0,0,0,0
 36-46,0,0,0.57,0,0,0,0,0,0,0,2.22
 48-58,0,0,0,0,0,0.4,0.79,0,0,0.43,0
 60-70,0,0,0,0,0,0,4.51,0,0,0,0
 72-82,0,0.85,4.32,0,0.89,0.74,3.29,0,0,0,0
 84-94,0,0,0.58,0,0.58,0,3.29,0,0,0,0
 96-106,0,0,0,0,0,0,0.86,0.96,0,0,0
108-118,0,4.55,0,0,0,0,1.6,0,0,0,0
120,0,0,0,0,0,0,3.04,0,0,0,0
