stage,blastomeres,epidermis,eye,glial,ionocyte,melanocytes,mesenchyme,neural,olfactory,periderm,slow_muscle
  5-6,7.89,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,6.08,0,0,0,0,7.57,0,0,0
 10-12,0,0,0,0,0,0,0,4.14,0,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,2.03
 36-46,0,0,0,0,0,1.09,0,1.13,1.21,0,0
 48-58,0,0,1.55,1.95,0,0,0,0,0,0,0
 60-70,0,0,0.88,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,5.07,0,0,0
 84-94,0,0,0.55,0,0,0,0,0,0,0,0
 96-106,0,0.62,0,0,0,0,0,0,0,0.75,0
108-118,0,0,0,0,0.48,0,1.45,0,0,0.68,0
