stage,blastomeres,eye,glial,mesenchyme,neural,otic,pronephros,spinal_cord
  3-4,20.47,0,0,0,0,0,0,0
 24-34,0,0,0,0,1.43,0,0,0
 36-46,0,0,0,0,6.22,0,0,3.57
 48-58,0,0,0,0,13.17,0,0,0.44
 60-70,0,1.8,0,0.6,29.71,0,0,6.09
 72-82,0,0,3.92,0,28.18,0,0,3.89
 84-94,0,0,0,2.8,25.75,4.2,0,6.72
 96-106,0,1.26,0,0,14.85,0,0,0
108-118,0,0,0,0,16.39,0,1.06,0
120,0,1.04,0,0,33.84,2.84,0,5.91
