stage,axial,gut,immune,neural,visceral_smooth_muscle
  5-6,11.31,0,0,0,0
 10-12,0,0,0,5.36,0
 36-46,0,0,1.1,0,0
 48-58,0,0,25.11,0,0
 60-70,0,0,16.13,0,0
 72-82,0,0,21.23,0.8,0
 84-94,0,0,8.22,0,0
 96-106,0,3.7,146.61,0,2.72
108-118,0,0,1.24,0,0
120,0,0,8.44,0,0
