stage,endoderm,eye,glial,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  7-9,0,0,0,0,3.39,0,0,0
 10-12,0,0,0,0,10.45,4.59,0,0
 14-21,0.9,0,0,0,0,0,0,0
 24-34,0,0,0,0,2.52,0,0,0
 36-46,0,0.67,0,0,1.84,0,0,0
 48-58,0,0.62,0,0,6.65,0,0,3.2
 60-70,0,0.75,0,0,3.5,0,0,0
 72-82,0,0,0,1.14,5.65,0,0,0
 84-94,0,15.24,0.69,0.83,0,0,0,0
 96-106,0,0,0.64,1.24,0,0,0,0
108-118,0,7.91,0,0,2.34,0,0,0
120,0,9.38,0,0,0,0,1.17,0
