stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.36,85.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.27,150.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.14,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,30.36,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,109.38,5.62,0,0,50.34,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,10.2,0,0,3.72,0,0,0,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,132.85,10.63,0,0,55.87,0,0,0,23.14,0,0,0,0,0,0,0,0
 14-21,0,0,1.23,3.79,69.48,18.69,15.93,0,2.03,0,22.69,0,0,0,0,0,0,1.12,0,0,33.25,0,0,21.22,306.74,8.93,0.93,4.34,8.16,0,4.08,53.94,4.48,6.51,46.94,121.93,0,0,1.01,0,0
 24-34,0,0,0,2.79,6.93,0.78,9,0,0,0,6.48,0,0,0,0,0.64,0,0.63,0,0,18.74,0,0,7.75,155.42,1.31,1.97,1.56,0,0,6.09,0,0,0,1.28,33.57,0,0,7.37,0,0
 36-46,0,0,0,0,5.2,0,38.73,0,0.58,1.81,1.57,0,0,0,0,0,0,0,0,0,30.88,1.07,0,2.71,211.66,0,3.5,0,0,0,17.82,0,0,0,0,44.17,0,0,4.85,0,0.57
 48-58,0,0,0,0,0.57,0,49.81,0,1.04,0,23.16,0.51,0,0,0,0,0,0,0,1.22,32.28,0.39,0.39,6.82,208.31,0,3.14,1.16,0,0,7.05,0,0,0,0,24.01,0,0,2.3,0,0
 60-70,0,0,0,0,6.21,0,49.68,0.68,0,0,13.81,0,1.77,0,0,0,0,0,0,0,31.67,0,1.32,4.59,116.11,0,0.96,0.79,0,0.63,3.31,0,7.95,0,0,16.48,0,3.59,3.69,0,0
 72-82,0,0,0,0,5.8,1.25,80.81,0,0,1.07,26.41,0,0,0,0,0,0,0.74,0.79,0,44.92,0,0,1.67,173.31,0.55,10.94,4.65,0,1.61,8.48,0,0,0,0,5.91,0,1.67,0,0,8.74
 84-94,0,0,0,0,1.79,1.43,18.07,0,0,0,15.97,0,0,0,0.64,0,1.59,0,0,0,19.7,0,0,2.97,80.75,0,1.99,4.59,0,0,9.01,0,0,0,0,7.55,0,0.99,1.44,0,0
 96-106,0,0,0,0,4.93,8.49,29.91,0,0,3.05,20.06,0.89,0,2.23,2.34,0.81,0,0,0.77,0,27.85,2.09,2.28,2.61,81.06,0,2.65,3,0,0,24.59,0,0,0,0,9.75,0,0,4.85,0.74,0.86
108-118,0,0,0,0,3.89,4.39,31.53,0,3.43,0.7,26.27,0,0,0,0,0,0.48,0,0,0,28.49,0,0,1.12,69.41,0,1.83,4.78,0,0,6.41,0,0,0.44,0,4.02,0.42,0,4.02,2.1,0
120,0,0,0,0,0,0,15.76,2.44,2.79,5.74,25.64,0,0,0,1.06,0,0,0,0,0,31.84,0,0,0,105.41,0,0,0,0,0,4.37,0,0,0,0,12.06,0,0,1.09,0,0
