stage,blastomeres,endoderm,epidermis,eye,glial,neural
  3-4,66.75,0,0,0,0,0
  5-6,42.38,0,0,0,0,0
  7-9,0,3.3,0,0,0,0
 10-12,0,0,0,0,0,9.73
 14-21,0,0,0.88,0.99,0,0
 72-82,0,0,0,0,1.15,0
108-118,0,0,0,0,0,1.75
