stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,124.41,1622.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.22,0,0,0,0,0,0,0,0,0,0,0
  5-6,53.46,914.04,0,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,62.22,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,48.4,53,0,86.6,0,0,0,118.43,0,0,0,0,0,72.72,0,0,0,0,0,0,0,0,0,0,0,1176.79,32.4,0,0,468.52,0,0,49.45,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.74,0,111.77,0,6.14,0,110.65,0,0,0,0,0,35.91,0,0,0,0,0,0,0,0,0,0,0,1756.39,62,0,0,711.58,0,0,75.25,13.13,135.52,0,0,0,0,0,0,0,0
 14-21,0,0,0,11.29,82.21,16.75,0,37.65,0,0,0,8.51,5.94,1.62,0,0,1.93,0,0,0,0,37.3,0,0,37.62,373.74,34.67,4.43,4.14,3.72,0,10.89,4.17,42.26,3.61,14.51,34.7,124.79,0,0,4.3,0,1.35
 24-34,0,0,0,4.23,22.62,0.95,0,48.45,0,0,0,7.42,1.39,0,3.9,2.06,6.05,0,2.28,0,2.24,90.04,0.66,0,31.76,436.76,8.91,2.5,8.16,0,0,43.02,0,0,2.23,0,7.89,116.44,0,0,20.19,0,1.29
 36-46,0,0,0,0,7.5,17.62,0,59.76,0,0,0.63,40.84,0.83,0,0,2.84,18.76,0,0.74,1.07,4.83,57.89,0,0.89,21.33,376.99,2.09,9.06,8.27,0,0,31.16,0,2.77,5.89,0.73,0,101.48,0,0,11.95,0,2.89
 48-58,0,0,0,0,10.96,3.12,0,70.26,0,0.83,3.33,23.44,3.86,5.61,0.44,3.3,0.75,2.3,0.91,0,0.58,49.35,1.89,0,12.33,149.93,0,3.26,0.41,0,0,11.44,0,0,1.39,1.12,0,45.49,0,0,6.13,0,3.65
 60-70,0,0,0,0,9.59,1.27,0,111.87,0,4.74,3.39,27.49,5.94,0.59,0.77,0,17.55,1.43,1.09,0.87,0,47.54,1.01,2.22,7.37,143.77,2.06,12.37,0,0,0,10.58,0,0,0,1.84,0,24.47,0,5.92,3.28,0.73,0
 72-82,0,0,0.58,0,2.7,22.94,0,93.84,0,0.53,0.84,39.94,3.71,1.17,3.92,13.96,0,1.24,1.55,2.81,0.5,59.42,1.3,3.27,9.02,88.42,0,4.4,5.08,0,0,18.41,0,0,0.55,0,0,11.44,0,1.56,8.81,0.77,2.32
 84-94,0,0,1.85,0,23.3,30.21,0,60.57,0,1.18,4.82,29.16,5.64,2.37,0,11.41,0.62,3.94,2.43,1.18,0,59.48,0.65,0.56,7.14,87.37,1.4,0.91,1.79,0,0,78.59,0,0,3.54,0.62,0,22.28,1.6,10.53,7.81,4.03,0
 96-106,0,0,0,0,21.36,101.54,0.6,60.18,0,4.51,1.66,69.22,5.78,0,1.64,17.18,1.4,1.62,0.86,0,0.6,55.58,6.14,9.26,12.11,125.94,1.85,3.43,12.2,0,6.8,35.33,3.82,0,0,0.58,0,29.06,3.29,2.83,18.05,4.08,2.12
108-118,0,0,0,0,22.41,36.96,2.52,104.32,0,1.73,1.79,89.78,19.39,0,1.91,11.07,10.43,1.75,3.31,0.67,2.95,110.58,2.54,0,9.68,149.66,3.71,3.73,4.51,0,0,48.12,0,0,0.46,2.08,0,2.29,0.44,0,14.54,4.37,16.42
120,0,0,0,1.28,44.82,35.84,0,103.02,1.26,10.38,7.74,144.98,18.65,0,12.87,19.17,7,0,4.65,5.59,0,161.26,3.25,4.29,10.67,182.75,2.61,1.99,31.36,0,0,43.4,0,0,0,0,0,15.89,5.08,10.14,31.34,18.41,0
