stage,blastomeres,epidermis,eye,fin_epithelia,gut,neural,olfactory,periderm
  5-6,15.77,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.8,0,0
 36-46,0,0,0,2.41,0,0,0,0
 60-70,0,0,1.08,0,0,0.99,0.98,0
 72-82,0,0,0,0,0,3.54,0,0
108-118,0,0.92,0,0,1.06,0,0,1.43
120,0,0,0,0,0,0,0,4.62
