stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,162.5,892.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.09,0,0,0,0,0,0,0,0,0,0
  5-6,39.78,603.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.55,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.51,11.34,0,13.51,0,0,0,39.67,0,0,0,0,0,38.88,0,0,0,0,0,0,0,0,0,0,0,547.35,20.29,0,0,166.65,0,0,23.57,0,0,0,0,0,0,0,0,0
 10-12,0,4.32,0,5.06,0,0,0,19.66,0,0,0,0,0,25.92,0,0,0,0,0,0,0,0,0,0,0,504.75,0,0,0,183.62,0,0,5.47,0,14.4,0,0,0,0,0,0,0
 14-21,0,0,0.82,6.92,22.78,8.06,0,9.76,0,0,0,5.47,1.93,0,0,0,0,0,0,0,0,17.57,0,0,24.16,225.25,1.72,2.14,2.11,4.44,0,0,0,22.16,2.38,25.62,89.81,0,0,0,0,0
 24-34,0.88,0,0.6,1,7.98,0.68,0,23.06,0,0.7,5.16,13.2,0,0,0.67,0.61,0.59,1.04,0,0.74,0,24.06,0,0,12.21,615.63,1.38,3.68,8.23,0,0,0.72,0,0,1.38,2.46,111.83,0,0,3.7,0,0
 36-46,0,0,0.98,0,5.05,0,0,49.7,0,0,2.84,17.68,0,0,0,0,0,0,0,3.99,1.15,27.98,0,0,15.52,997.6,4.59,7.91,3.14,0,0,1.55,0,0,0,0,223.89,0,0,5.91,0.78,6.65
 48-58,0,0,0,0,11.02,1.34,0,162.08,3.03,2.13,2.75,35.95,2.11,0,0.44,0,0.48,3.15,2.18,0.39,5.09,58.45,0.95,2.46,8.45,1121.62,0.44,6.45,2.52,0,0,1.18,0,0,0,0,176.32,0,0.51,7.25,0,10.47
 60-70,0,0,0,0,12.79,0,0,287.28,6.14,1.09,3.67,35.28,2.59,0,0,0,0,4.25,1,2.4,7.55,74.14,0.84,3.28,7.12,1261.54,3.49,11.34,1.12,0,0,3.59,0,0,0,0,162.5,0,1.62,2.42,0,5.05
 72-82,0,0,1.31,0,4.7,1.4,0,212.79,0,4.79,4.74,33.25,1.66,0,0.81,1.91,0,2.65,0,6.91,0,98.85,4.11,2.21,6.92,1060.31,0,10.57,6.17,0,1.77,1.45,0,0,2.99,0,65.34,1.59,1.44,15.2,1.53,3.14
 84-94,0,0,0,0,7.43,1.41,2.78,194.9,0,0.63,3.02,26.18,0.73,0,0,2.79,1,1.02,0,0.69,5.92,43.03,0,6.44,6.52,701.08,0.94,16.26,2.69,0,1.8,7.43,0,0,0.56,0,61.64,0,3.5,13.25,2.71,0
 96-106,0,0,0,0,2.37,7.83,0,133.39,0.95,0.63,0,30.07,2.21,0,1.61,1.68,0,0.75,0.58,7.13,0,71.28,0.71,8.26,6.15,616.51,0,5.83,1.41,0,0,5.32,0,0,0.89,0,38.37,1.13,1.48,6.26,3.77,3.31
108-118,0,0,1.39,0,17.71,5.87,3.98,105.82,0.92,1.71,0.64,33.65,1.98,0,0,0,0.92,0.9,1.04,0,0,51.89,0.75,0,5.69,724.75,3.22,3.62,9.13,0,0,1.6,0,0,0,0,39.02,0.9,0,9.77,2.99,0
120,0,0,0,0,31.13,2.24,5.6,131.9,0,0,22.79,58.94,0,0,3.65,3.69,2.4,6.33,0,0,1.55,62.8,0,0,14.39,1300.27,1.42,4.78,14.94,0,0,4.4,0,0,0,0,52,0,0,15.8,0,0
