stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,840.59,14008.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.56,0,0,0,0,0,0,0,0,0,0
  5-6,1159.83,16600.98,0,10.49,0,0,0,0,0,0,0,0,0,23.96,0,0,0,0,0,0,0,0,0,0,0,268.51,17.4,0,0,141.15,0,271.51,0,0,0,0,0,0,0,0,0,0
  7-9,428.18,262.05,0,321.26,0,0,0,677.92,0,0,0,0,0,487.26,0,0,0,0,0,0,0,0,0,0,0,7492.68,609.87,0,0,2191.51,0,24.28,13.2,0,0,0,0,0,0,0,0,0
 10-12,0,118.12,0,192.7,0,32.43,0,331.68,0,0,0,0,0,353.9,0,0,0,0,0,3.73,0,0,0,0,0,3566.6,925.21,0,0,1173.61,0,21.94,12.01,0,101.65,0,3.51,0,0,0,0,0
 14-21,0,0,0,15.68,497.32,23.24,0,27.7,0,6.58,0,26.93,13.9,17.09,0.89,0,2.63,0,1.33,3.44,2.89,103.35,0,0,100.25,380.45,1344.67,0,6.57,19.48,0,55.13,3.69,74.95,4.94,93.96,303.44,0,0,19.42,0,0
 24-34,0,0,0.67,4.87,194.03,2.88,0,92.21,0,39.82,8.83,58.05,4.01,0,4.24,0,4.79,9.11,4.84,30.79,4.09,340.83,3.55,0,227.68,1084.91,371.4,4.31,16.17,10.77,2.6,176.24,0,0,1.43,22.42,364.26,0,0,114.14,0,7.15
 36-46,0,0,0,1.21,64.28,0,0,92.73,0,52.73,40.43,143.47,1.95,0,4.42,0.81,0.71,0,5.87,12.04,2.18,351.51,2.22,2.75,120.12,753.62,180.27,2.39,8.42,0,2.85,281.45,0,0,1.34,0.83,316.23,0,0,91.9,0,3.9
 48-58,0,0,0.4,0,80.74,0.38,0,209.5,0.61,61.66,49.99,223.43,1.56,0.37,7.32,0,7.1,0.4,3.85,10.17,6.64,535.74,2.07,4.33,59.85,561.68,76.71,11.76,15.32,0,0.82,134.1,0,0,10.25,0,244.89,0,1.9,32.75,0,15.18
 60-70,0,0,0,0,39.12,0,0,346.31,0,80.52,30.13,254.29,8.72,0,3.94,18.74,4.15,6.64,11.69,18.19,0,675.17,3.03,21.66,47.51,511.08,47.46,2.38,10.25,0,2.04,108.03,0,0,0,0,170.18,0,5.61,37.48,0,20.22
 72-82,0,0,1,0.56,33.44,10.08,2.67,216.97,2.62,65.24,59.27,200.4,3.15,0,1.85,1.66,2.31,2.18,5.1,15.46,2.76,654.63,4.06,16.52,40.07,450.75,19.28,5.01,18.14,0,0,64.72,0,0,3.8,0,52.63,0.87,7.47,37.76,9.29,26.51
 84-94,0,0,0,0,73.46,13.42,13.34,187.64,0,59.22,36.37,127.16,22.26,3.34,1.27,6.81,5.49,11.96,4.16,62.77,0,627.27,8.34,2.79,35.68,244.01,35.44,7,6.78,0,5.01,120.56,0,0,3.39,0,42.89,2.08,16.32,39.71,17.36,10.01
 96-106,0,0,0,0,48.75,30.71,9.83,177.15,1.98,94.27,20.76,136.13,19.81,0,0.58,3.91,2.93,6.78,6.05,84.69,1.75,367.89,12.53,12.31,17.32,328.47,9.59,12.29,12.45,0,7.6,87.36,2.06,0,2.47,0,34.58,1.48,12.05,33.79,4.95,17.78
108-118,0,0,0,0,95.7,4.96,25.82,142.62,1.3,109.9,51.59,168.77,7.38,0,1.39,5.97,2.37,12.92,0.43,94.96,3.36,343.79,8.53,13.15,15.06,323.85,11.69,11.24,15.84,0,6.95,63.33,0,0,3.83,0,20.14,7.69,3.39,40.55,5.51,8.76
120,1.12,0,2.94,0,141.89,10.15,8.73,199.52,0,68.23,14.22,295.43,14.14,0,3.83,10.67,3.1,7.92,1.74,62.23,0,600.58,4.37,27.86,19.41,675.02,23.02,2.2,4.14,0,0,42.37,0,0,1.26,0,41.97,7.07,27.95,34.91,0,0
