stage,blastomeres,eye,glial,immune,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,20.81,0,0,0,0,0,0,0,0
  5-6,16.05,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,12.8,0,0,0
 14-21,0,0,0,0,0,0,0.83,0,0
 24-34,0,0.6,0,0,3.56,2.53,0,1.18,0
 36-46,0,1.22,0,0,0,0,0,0,1.01
 48-58,0,0,0.93,0,0.76,8.3,0,0,0
 60-70,0,0.78,1.34,0,1.48,3.24,0,10.26,0
 72-82,0,0,0,0,2.54,0,0,0,2.32
 84-94,0,0,0,0,0,2.14,0,0,0
 96-106,0,2.81,0,0,0,4.25,0,0,0
108-118,0,0.94,0,0.56,0,0,0,0,0
