stage,endocrine_pancreas,endoderm,epidermis,eye,glial,gut,immune,ionocyte,liver,mesenchyme,mucous,muscle,neural,notochord,olfactory,periderm,pronephros,spinal_cord,taste
 24-34,0,1.17,0,0,0,0,0,0,0,0,0,0,3.23,0,19.12,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,43.68,0,0,0,0
 48-58,0,0,0,4.07,0,0.7,0,0,0,0.6,0.95,0,4.63,0,54.88,0,0,0,0
 60-70,0,0,0,0,0,9.18,0,0,0.81,0,0,0,1.52,0,54.67,0,0,1.17,0
 72-82,2.14,0,4.46,0,0,1.3,0,1.82,0,0,0,0,12.57,0,157.35,3.43,0,0,0
 84-94,0,0,13.43,0,0,14.45,0,0,0,2.71,0,3.95,16.88,0,184.3,1.86,0,0,0.78
 96-106,1.48,0,19.04,18.87,2.78,9.09,1.65,3.22,0,3.95,0,0,1.73,0,316.33,1.21,0.7,0,2.68
108-118,0,0,16.43,0,1.25,13.35,0,3.13,0,1.52,1.13,0,5.93,0,186.42,2.25,0,0,2.41
120,0,0,7.81,0,0,2.51,6.7,0,0,7.5,0,0,0,4.62,186.59,0,5.04,0,0
