stage,eye,fin_epithelia,mesenchyme,neural,notochord,periderm,spinal_cord
 14-21,0,0,0,0,0,0,1.35
 36-46,0,0,0,0,0,1.89,0
 48-58,0,0.74,0,1.15,0,0,0
 60-70,0,0,0,1.15,0,0,0
 72-82,7.86,0,0,0,0,0,0
 84-94,0,0,2.45,0,0,0,0
 96-106,0,0,0,4.74,0,0,0
120,0,0,3.61,12.38,3.54,0,0
