stage,axial,blastomeres,epidermis,eye,glial,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,pgc
  3-4,33.62,919.8,0,0,0,0,0,0,0,44.62,0
  5-6,6.74,327.01,0,0,0,0,0,0,9.65,11.07,0
  7-9,0,4,0,0,0,0,17.1,7.53,11.78,0,0
 10-12,0,0,0,0,0,0,13.04,0,0,0,5.85
 14-21,0,0,2.99,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,2.08,0.71,0,0,0,0,0
 48-58,0,0,0,1.82,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,2.02,0,0,0,0
108-118,0,0,0,0,0,0.76,0,0,0,0,0
