stage,epidermis,erythrocytes,eye,muscle,neural,otic,vasculature
 14-21,0,1.07,0,0,0,0,1.1
 24-34,0,0.67,0,0,0,0,0
 36-46,0,0,0,0,0,1,0
 48-58,0,0,0,0,1.28,0,0
 60-70,0,0,0.9,0,9.37,0,0
 72-82,0,0,0,1.51,0,0,0
 84-94,0,0,1.71,0,0,0,0
 96-106,1.89,0,0,0,1.14,0,0
108-118,0,0,0,0,2.75,0,0
120,0,0,0,0,19.01,0,0
