stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,22.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,59.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,6.27,0,0,0,0,0,0,0,0,0,0
  7-9,10.15,10.58,0,8.36,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,0,0,0,0,68.61,11.46,0,0,32.01,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.11,0,54.74,0,5.34,0,31.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.71,11.89,0,0,110.99,0,3.07,0,0,12.94,0,0,0,0,0,0,0
 14-21,0,0,0,42,58.86,16,0,12.93,0,1,0,8.36,15.95,0,0,0,1.08,0,0,0,0,31.72,0,0,34.73,170.89,11.58,0,1.27,3.59,0,6.63,0,31.31,8.51,24.34,94.62,0,0,2.08,0,3.62
 24-34,0,0,3.26,12.38,14.85,0,0,7.71,0,1.71,0,4.87,13.82,0.76,3.61,0,4.93,3.75,0,1.77,1.69,50.34,7.26,0,23.69,130.59,4.26,3.99,3.27,0,0,13.25,0,0,5.97,6.16,67.94,0,0,13,0,1.72
 36-46,0,0,2.71,1.23,3.64,0,0,9.36,0,0,3.16,12.77,4.67,0,1.6,0,0,0,2.78,4.78,1.49,47.41,0,0.6,16.4,90.67,0,7.07,1.2,0,0,4.17,0.65,0,7.67,0,42.25,0,0,10.81,0,0
 48-58,0,0,1.22,0,11.74,0,0,19.68,0,1.37,4.52,21.08,1.78,2.85,2.97,0,0.41,1.81,1.2,0.85,1.53,51.6,0.41,3.55,7.33,65.07,1.94,6.26,5.89,0,0.56,12.83,0,0,4.29,0,22.92,0,1.08,4.85,0,0
 60-70,0,0,1.52,0,11.37,0.6,0,15.14,0,0.76,11.65,63.81,12.58,6.83,1.66,0,4.4,0,4.21,8.68,2.86,144.9,0,2.08,16.95,45.58,3.49,7.15,0.91,0,1.19,11.75,0,0,4.74,0,35.27,0.61,8.49,2.67,6.28,2.33
 72-82,0,0,18.59,0,12.17,7.8,0,25.6,0,6.91,5.5,106,75.13,0,5.2,0.88,1.61,0,4.88,4.29,0,226.33,4.17,8.96,8.94,50.98,3.43,12.69,10.36,0,8.47,3.58,0,0,5.96,0,25.04,5.52,6.65,5.79,17.98,4.31
 84-94,0,0,22.09,0.74,17.84,33.33,3.3,31.19,0,1.75,13.83,77.03,87.69,4.94,3.48,0,1.9,3.81,1.68,16.13,2.59,178.83,1.75,28.03,9.37,98.71,7.36,21.63,9.93,0,2.3,6.6,0,0,16.05,0,29.65,1.06,12.89,6.43,31.37,2.49
 96-106,0,0,37.79,0,48.91,26.72,4.49,45.07,0,4.3,7.9,102.92,178.51,0,14.31,4.3,7.25,3.78,11.69,13.77,12,277.11,8.35,31.69,12.37,115.21,1.32,65.74,14.74,0,17.95,11.85,0,0,9.21,0,36.99,2.94,22.26,15.38,61.6,11.68
108-118,0,0,18.87,2.14,37,21.7,11.84,48.65,0,15.82,13.33,113.77,203.74,0,1.63,2.88,1.97,2.54,7.67,27.47,6.42,393.43,0,32.39,28.33,139.18,9.19,24.84,21.4,0,17.06,8.62,0,0,10.74,0,14.52,1.93,25.89,30.95,34.88,7.68
120,0,0,16.7,0,43.57,25.91,1.06,38.27,1.18,12.78,1.61,128.44,171.46,0,18.93,1.43,0,15.54,4.81,34.4,0,249.25,0,24.08,13.81,149.24,5.34,25.59,6.49,0,0,1.17,0,0,8.48,0,9.43,31.96,20.67,24.6,64.62,1.64
