stage,blastomeres,epidermis,eye,heart,ionocyte,mesenchyme,neural,periderm,vasculature
  3-4,15.53,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.07,0,0,0,0.85,0
 24-34,0,0,0.84,0,0,0,1.4,0.71,0
 36-46,0,0,0,0,0,0,13.15,5.3,0
 48-58,0,0.43,0,0,0,0,2.05,0.48,0
 60-70,0,5.31,0.99,0,0,0,3.37,0,0
 72-82,0,0,0,0,0,0,0,0,1
 96-106,0,0,0,0,0.78,0,2.77,0,0
108-118,0,0,0,0,0,2.34,3.39,0,0
