stage,blastomeres,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,43.5,0,0,0,0
  5-6,21.56,0,7.89,0,0
  7-9,0,0,0,3.75,0
 36-46,0,0,0,0,1.07
 48-58,0,0,0.89,0,0
 84-94,0,3.13,0,0,0
