stage,blastomeres,endoderm,erythrocytes,eye,glial,mesenchyme,neural,notochord,paraxial_mesoderm,spinal_cord
  3-4,12.86,0,0,0,0,0,0,0,0,0
  7-9,0,3.67,0,4.44,0,0,12.15,4.79,32.73,0
 10-12,0,0,0,4.29,0,0,25.2,0,10.1,0
 14-21,0,0,1.52,0,1.91,0,0,0,0,2.14
 24-34,0,0,0,0,1.35,0.75,0,0,0,1.06
 36-46,0,0,0,0,1.06,0,2.12,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,1.04
 60-70,0,0,0,1.75,0,0.57,1,0,0,0
 72-82,0,0,0,0.71,0,0,2.39,0,0,0
