stage,epidermis,erythrocytes,eye,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord,vasculature
 14-21,2.7,1.03,1.93,0,0,3.94,1.39,1.41,0
 24-34,0,0,0,0,0,4.51,0,0,0
 36-46,0,0,0,1.59,0,0,0,2.04,0
 48-58,0,0,0.65,0,0,0,0,0.62,0
 60-70,0,0,0,0,0,0.98,0,0,0
 84-94,0,0,0,0,1.99,4.92,0,0,0
 96-106,0,0,0,0,0,0,0,0,1.37
108-118,0,0,0,0,0,1.72,0,0,0
