stage,eye,fin_mesenchyme,glial,liver,mesenchyme,muscle,neural,olfactory,spinal_cord,vasculature
 10-12,0,0,0,0,0,0,13,0,0,0
 14-21,1.2,0,0,0,0,0,0.85,0,0.88,0
 24-34,1.79,0,1.89,0,2.02,1.08,1.6,0,0,0
 36-46,0.68,0,0,0,1.26,0,0,0,1.55,0
 48-58,1.72,0,0,0,0,0,1.15,0,0.84,0
 72-82,6.08,0,0,0,0,0,20.21,0,1.04,0
 84-94,0,0,0,0,0,0,6.16,0,0,0
 96-106,1.86,0,0,9.06,1.35,0,0,0,0,0
108-118,6.39,0,0,0,0.75,0,3.26,0.89,0,0.99
120,0,2.95,0,0,0,0,18.94,0,0,0
