stage,axial,blastomeres,endoderm,eye,neural,notochord,paraxial_mesoderm,spinal_cord
  3-4,0,23.04,0,0,0,0,0,0
  5-6,8.5,52.59,0,0,0,0,0,0
  7-9,0,0,6.18,5.62,27.52,0,4.12,0
 10-12,0,0,0,0,34.67,8.3,0,0
 36-46,0,0,0,0,0.65,0,0,1.34
 48-58,0,0,0,0,1.57,0,0,0
 60-70,0,0,0,0,6.94,0,0,0
 72-82,0,0,0,0.85,13.33,0,0,0
 84-94,0,0,0,0,4.69,0,0,0.8
 96-106,0,0,0,0,1.72,0,0,0
108-118,0,0,0,0.97,8.31,0,0,0
120,0,0,0,1.69,0,0,0,0
