stage,axial,blastomeres,endoderm,eye,neural,notochord,paraxial_mesoderm,slow_muscle,somites
  3-4,17.22,133.72,0,0,0,0,0,0,0
  5-6,11.34,152.34,0,0,9.46,0,0,0,0
  7-9,0,6.37,7.26,18.24,53.53,0,21.36,0,0
 10-12,0,0,0,0,32.85,5.18,0,0,0
 14-21,0,0,0,0,0,0,0,2.33,0.88
 72-82,0,0,0,0,2.58,0,0,0,0
