stage,epidermis,immune,mesenchyme,mural_cell,neural,periderm,vasculature,visceral_smooth_muscle
 24-34,0,3.78,0,0,0,0,0.64,0
 36-46,0,2,0,0,0,0,0,0
 48-58,0,1.55,0.98,1,0.64,0,0,0
 60-70,0,3.88,0,0,0,0,0,0
 72-82,0,8.61,0,0.97,0,0,0,1.72
 84-94,0.97,23.45,0,0.55,0,0,3.05,0
 96-106,0,18.92,0,0,0,0,0,0
108-118,0,16.07,0,0,0.42,0.83,2.06,0
120,0,22.6,0,0,0,0,0,0
