stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,273.22,8888.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,423.79,9990.13,0,16.81,0,0,0,0,0,0,0,0,0,44.33,0,0,0,0,0,0,0,0,0,0,0,348.44,8.7,0,0,90,189.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,139.06,174.51,0,248.91,0,0,0,521.05,0,0,0,0,0,237.15,0,0,0,0,0,0,0,0,0,0,0,6207.21,156.57,0,0,2259.34,9.64,40.37,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,145.46,0,264.59,0,23.63,0,527.52,0,0,0,0,0,76.71,0,0,0,0,0,0,0,0,0,0,0,4066.2,60.72,0,0,1641.65,0,42.21,7.13,184.43,0,0,0,0,0,0,0,0
 14-21,0,0,0,12.52,227.26,69.91,0,158.37,0,0,0,34.05,5.33,0,1.07,0,4.83,0,1.14,1.04,0,109.36,0,0,150.18,1845.64,23.26,13.72,15.55,69.24,53.04,1.4,238.49,15.86,0,219.27,548.69,0,0,12.96,0,0
 24-34,0,0,0,3.31,67.73,32.89,0,495.21,0,1,1.33,50.22,1.12,1.4,2.4,6.01,2.68,2.31,2.11,1.94,0,222.59,0.7,3.17,89.35,3310.89,26.61,29.54,26.75,0,140.72,0,0,5.22,0,13.78,724.73,0,0,39.9,0,5.96
 36-46,0,0,0,0,61.07,9.28,0,1196.57,0,0,0,90.58,0,0,2.49,9.22,1.23,2.87,0,0.89,0,215.77,0.63,7.28,61.96,2397.14,2.79,14.39,7.67,0,69.14,0,0,0.72,0,0,541.44,0,0,33.76,0,4
 48-58,0,0,0,0.86,67.57,21.98,0,1526.28,0,11.44,2.02,102.76,6.21,0,7.37,6.92,0.58,1.88,1.4,4.38,0,273.36,2.23,16.68,51.56,1374.9,8.58,7.68,32.39,0,25.49,0,0,0.38,0,0,224.93,0,0,40.34,0,3.23
 60-70,0,0,0,0,71.02,5.54,0,1083.93,0,4.55,0.62,79.09,2.69,0,2.03,2.96,13.9,4.47,4.75,1.82,10.08,192.25,0,16.29,32.84,759.11,5.59,3.2,11.49,0,20.1,0,0,3.88,0,0,21.49,7.3,5.94,14.79,0,7.94
 72-82,0,0,1.15,0,67.98,2.4,0,342.39,0.55,3.48,0.89,51.14,18.04,0,4.07,9.03,4.77,2.91,0.65,3.49,0,208.79,6.5,15.04,35.17,418.01,1.8,7.25,4.2,0,18.29,0,0,3.03,0,0,17.2,52.09,0,24.1,0,0
 84-94,0,0,0.6,1.17,147.02,4.94,0,333.72,0.68,0.74,0,40.34,37.82,0,0.8,8.33,11.04,8.91,0.63,0.67,5.06,174.67,1.3,16.65,30.88,401.71,3.96,9.64,7.45,0,24.56,0,0,3.46,2.53,0,8.5,152.6,0,40.11,0,12.04
 96-106,0,0,0,0,160.38,2.99,7.85,281.21,0,1.4,0,48.29,38.83,0,4.72,13.08,5.5,6.91,0,1.43,7.73,88.17,1.9,6.07,15.64,415,8.66,6.67,13.61,0,30.14,0,0,10.95,0,0,13.28,140.41,0,18.75,4.62,0
108-118,0,0,0,0.91,189.45,24.43,2,291.73,0,2.14,1.6,48.25,23.37,0,3.12,15.85,7.53,9.96,2.93,0,0,66.04,6.62,9.88,17.52,502.31,4.93,13.03,5.81,0,21.91,0,0,4.09,0,0,9.45,108.49,0,15.64,3.86,0
120,0,0,0,0,111.35,27.81,0,230.08,0,0,0,54.35,16.34,0,5.18,7.45,0,2.19,0,9.29,0,60.98,1.49,5.58,12.77,440.98,5.82,8.82,3.55,0,18.02,0,0,0,0,0,29.87,68.54,0,45.92,0,0
