stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.09,16.33,337.34,42.68,0,80.91,0,3.77,0,14.39,15.91,2.04,1.23,0.82,2.2,0.87,1.14,0,1.99,112.22,0.82,0,105.63,1116.82,106.45,3.46,14.91,33.77,0,7.2,0.9,203.99,11.22,25.72,192.87,411.2,0,0,9.37,0,2.66
 24-34,0,4.24,2.06,50.13,4.44,0,68.97,0,13.19,10.02,39.36,2.28,0,2.35,2.57,1.02,0.86,4.22,0,24.47,147.01,5.05,1.64,72.21,1013.98,19.87,10.5,5.96,0,0,24.66,0,0,2.23,4.7,36.06,295.92,0,0,13.1,0,4.92
 36-46,0,0,0,12.04,0,0,85.9,0,2.94,16.77,36.82,1.6,0,0,0.8,0,0,0,0,0,89.98,0,0.77,48.38,1006.18,9.94,4.72,16,0,0,27.38,0.81,0,0.61,8.46,0,266.15,0,0,4.92,0,6.22
 48-58,0,1.17,0.44,12.83,0,0,258.55,1.05,1.78,17.52,143.14,1.73,0,1.6,0.85,0,1.42,1.98,0,2.26,217.24,3.19,7.52,37.86,1167.8,26.2,4.86,5.67,0,1.17,15.96,0,0,1.37,0.85,0,302.07,0,1.82,4.75,0,26.61
 60-70,0.81,0.89,0,12.17,0.82,0,489.11,0.68,1.27,10.17,171.87,4.16,0,1.71,3.79,0.71,7,0.7,0.74,2.79,213.21,0,5.92,14.62,1219.81,8.42,4.17,5.25,0,2.61,20.52,0,0,2.38,2.03,0,205.21,0,3.32,5.65,3.16,13.7
 72-82,0,0,0,13.03,3.04,0,397.37,0,0.64,12.57,226.65,1.94,0,5.77,3.58,2,4.3,2.01,0,10.37,242.2,1.57,12.27,16.77,958.71,2.45,20.73,14.13,0,1.93,1.84,1.65,0,0,0,0,124.72,5.74,6.15,11.86,6.22,23.31
 84-94,0,0,0,15.65,0,0,276.25,0.91,9.9,17.54,105.43,3.44,0,0,5.31,0,0,0.78,0.57,0.56,175.23,0,6.38,9.68,442.69,3.41,4.4,6.01,0,2.37,8.29,0,0,1.47,0,0,79.09,0.56,9.74,4.1,9.15,6.93
 96-106,0,0,0,14.31,25.02,0,439.04,0,2.99,5.94,129.05,6.88,0,1.97,14.02,9.98,6.65,2.79,5.24,0,159.53,1.63,3.52,18.5,641.93,6.48,24.84,3.82,0,8.54,9.69,0,0,3.58,0,0,39,5.84,10.76,5.44,6.8,13.62
108-118,0,0.58,0,12.88,1.11,2.52,279.5,3.14,0.93,1.62,106.35,2.34,0,1.35,4.96,4.85,1.16,0.48,5.27,0,116.33,0,1.75,9.26,672.89,1.99,20.29,9.78,0,0.91,3.57,0,0,0,0,0,25.99,0.42,6.31,5.75,3.87,7.62
120,1.19,0,0,18.12,5.95,0,254.21,0,1.12,0,221.85,3.86,0,7.13,14.38,3.78,0,1.74,3.61,0,129.04,0,4.92,6.11,1006.44,0,47.56,6.22,0,19.16,5.99,0,0,5.04,0,0,50.88,1.81,0,4.9,14.25,0
