stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,122.88,1938.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.81,0,0,0,0,0,0,0,0,0,0,0
  5-6,158.44,1950.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.73,0,0,0,14.88,0,59.27,0,0,0,0,0,0,0,0,0,0,0
  7-9,41.33,52.26,0,54.8,0,0,181.6,0,0,0,0,0,13.78,0,0,0,0,0,0,0,0,0,0,0,1294.56,35.85,0,0,425.21,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.17,0,62.75,0,12.65,70.91,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,830.03,46.67,0,0,214.26,0,0,9.99,0,41.81,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.25,5.62,0.85,7.53,0,0,0,2.13,0,0,0.81,0,0,0,0,0,0,6.69,0,0,3.87,109.4,0.87,0,0.94,0,0,2.16,1.28,13.9,1.97,0,5.53,25.86,0,0,0,0,0
 24-34,0,0,0,0,8.99,0,58.52,0,0,2.05,18.78,2.21,0,1.45,0.65,0,0,2.99,0,0.62,46.75,0,0,12.16,777.95,6.61,0.64,8.81,0,0,10.3,0,0,0.69,0,2.07,136.57,0,0,15.36,0,0
 36-46,0,0,1.4,0.63,8.11,2.6,108.98,0,6.11,0,19.22,0,0,0,0,0,0,0,0,0,33.22,0,0,11.26,595.07,1.59,11,2.76,0,0,19.92,0,0,0,1.78,0,62.95,0,0,2.81,0,0
 48-58,0,0,0,0,10.25,0,176.31,0.61,5.43,0.44,41.92,0,0,2.25,0,0,0,0,3.91,2.49,63.56,0,1.27,3.45,436.98,8.14,1.35,9.31,0,0,18.56,0,0,0,1.17,0,55.88,0,0,3.32,0,0
 60-70,0,0,0,0,3.99,0,293.15,1.86,9.31,1.79,69.3,0,6.65,0,0,0.61,0,4.69,0,0,75.1,1.41,10.94,13.54,526.83,0,0,0,0,0,21.49,0,0,1.06,0,0,102.01,0,0.9,7.88,0,0
 72-82,0,0,0,0,6.98,12.5,162.43,0,3.87,3.56,30.49,4.19,0,0,0.52,0,0,2.07,0,0,75.43,0,0.88,8.05,267.38,0.53,2.91,8.6,1.13,3.12,2.02,0,0,0,0,0,55.69,0,0.66,11.46,0,8.43
 84-94,0,0,0,0,6.71,2.58,51.26,0,2.62,2.1,13.66,0.58,0,1.27,0,10.13,0,0,4.41,0,27.49,0,1.71,4.64,130.07,0,0,9.78,0,0,3.58,0,0,0.56,0,0,13.06,0,1.37,4.61,3.35,0
 96-106,0,0,0,0,0.94,7.83,60.98,1.64,0,0,11.44,1.15,0,2.1,0,0,0.61,0,0,0,28.77,2.07,0.92,0.63,62.74,0,2.07,0,0,0,1.85,0,0,0,0,0,4.5,0,0.56,1.59,0,0
108-118,0,0,0,0,7.77,1.57,67.77,0,1.12,1.95,27.18,0.46,0,0,2.86,4,0.73,0,1.94,0,64.68,0,2.5,2.84,131.37,1.62,1.2,8.01,0,0,6.58,0,0,0,0,0,11.5,0.51,0.77,2.35,0,1.38
120,0,0,0,0,23.71,1.84,178.84,0,2.63,7.94,65.97,1.48,0,0,0,4.02,0,0,0,0,111.27,0,32.2,0,408.7,3.93,0,6.12,0,0,0,0,0,0,0,0,18.51,0,0,6.7,0,0
