stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,6.73,32.15,2157.02,1494.83,215.76,0,812.93,0,0.87,0,100.71,130.06,4.49,7.86,3.76,7.21,0,0.84,257.16,4.95,945.05,0,0,2048.86,3179.97,64.19,7.5,237.36,21.49,0,1.59,0,285.6,25.5,7.49,1475.16,570.13,0,0,7.3,0,0.84
 24-34,1.76,26.71,904.29,483.35,62.02,0,1001.1,1.14,0.6,20.93,345.26,72.38,5.58,9.84,9.85,2.52,3.89,21.88,453.65,12.92,2692.31,1.28,7.85,2771.83,4415.74,143.26,45.74,212.65,1,2.13,39.38,0,16.43,62.98,6.37,190.74,1273.47,0,0,59.02,0,2.17
 36-46,0,2.54,69.19,183.96,3.99,0,1236.83,2.56,0,77.03,1243.63,62.71,0,14.56,8.79,2.25,0,30.45,323,0,3567.34,0.65,46.07,1305.02,4840.65,73.2,10.03,169.87,0,6.6,27.52,0,26.37,21.16,1.03,0.8,1113.9,0,10.61,21.66,0.78,6.72
 48-58,0.39,6.67,33.03,87.65,2.09,0,2166.54,1.11,1.14,110.63,2303.22,119,0,18.3,9.9,7.11,4.34,29.2,164.7,0.39,4168.53,8.43,67.77,879.49,3604.84,146.88,11.63,202.09,0,8.83,8.49,0,0,7.81,0,2.82,821.97,0,13.5,14.78,2.47,23.62
 60-70,3.23,8.79,10.35,31.99,1.86,0,5317.16,3.59,1.4,73.24,2734.95,148.07,4.08,5.06,14.6,4.83,1.79,25.81,117.18,0.88,4686.47,0,132.85,559.11,1666.03,184.4,13.11,124.11,0,30.82,7.95,0,0,0,1.58,0,417.39,1.98,52.19,17.63,37.78,9.01
 72-82,0,12.36,0,54.24,18.55,0,4631.49,6.89,9.15,105.54,1572.59,133.4,0,10.55,21.49,1.69,0,30.22,108.6,0,4827.19,1.52,132.63,457.89,1093.52,128.15,10.02,126.44,0,58.46,22.33,0,0,2.13,0,0,246.41,2.15,88.95,56.77,68.07,4.75
 84-94,0,6.87,4.43,95.2,21.03,0,9360.33,2.83,5.48,77.39,1004.56,291.95,0,18.05,41.37,7.81,40.61,27.5,163.17,1.35,3863.06,0,159.37,358.7,727.89,191.45,6.33,143.8,0,43.52,51.51,0,0,7.32,5.89,0,180.61,1.46,109.59,94.83,87.37,14.4
 96-106,4.49,6.08,7.77,91.32,45.45,1.55,7451.67,11.54,12.28,61.78,1200.87,176.97,0,12.71,93.94,2.85,8.58,31.88,117.48,9.92,3020.91,2.06,113.76,312.25,829.69,136.48,19.8,168.45,0,121.02,47.08,0,0,9.5,14.85,0,254.12,9.07,54.48,123.77,87.12,42.59
108-118,0,15.76,9.62,86.19,23.21,4.38,8109.1,2.22,4.57,41.8,1100.36,126.06,0,11.73,96.11,2.75,4.5,18.43,176.42,13.6,3306.81,5.58,145.08,204.04,1015.69,132.85,6.43,161.93,0,128.43,27.22,0.42,0,1.05,0,0,128.85,5.48,50.14,107.58,71,11.59
120,2.37,5.92,6.64,63.98,19.53,13.65,3081.88,5.13,8.08,66.98,1749.43,85.72,0,25.26,92.13,15.6,1.91,11.41,175.61,0,3151.9,1.56,273.77,148.39,1418.63,274.19,18,153.39,0,155.46,12.65,0,0,0,0,0,169,1.81,80.86,140.91,132.04,0
