stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,19.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.6,0,0,9.72,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.31,35.54,0,0,22.35,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,5.75,3.56,0,49.7,0,4.95,0,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.44,143.25,0,0,117.45,0,0,6.41,0,3.78,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.09,83.59,20.14,0,13.7,0,0.87,0,3.93,4.64,4.07,0,0,0,0,0,2.73,72.26,0,0,69.54,133.54,13.85,0.92,3.02,3.67,0,6.66,5.17,43.72,4.68,9.71,33.57,41.04,0,0,5.95,0,0
 24-34,0,0,0.66,0.61,12.47,0,0,11.32,0,0,0.79,8.69,1.66,5.83,0,0,0,1.49,4.53,3.28,61.8,0,0,29.26,134.46,1.52,6.5,5.37,0,0,9.07,0,0,2.32,0,3.93,44.47,0,0,29.15,0,12.06
 36-46,0,0,0,0,3,0,0,21.34,10.14,2.33,1.79,21.9,0.67,7.17,3.02,0,0,1.39,5.61,5.43,118.94,0,3.72,27.53,152.37,2.91,6.14,2.91,0,0,2.51,0,0,3.59,3,0,44.05,0,0,24.34,0,2.98
 48-58,0,0,0,0,8.38,0.39,0,39.25,0.66,1.57,2.29,28.75,6.51,4.67,19.67,0,1.95,3.15,0,4.38,110.39,1.67,3.53,19.5,103.39,0.4,4.53,4.18,0,0,0,0,0,0,4.36,0,49.38,0,0.51,10.74,0,12.24
 60-70,0,0,0.7,0,30.8,0.6,0,89.09,1.17,4.1,7.43,85.24,13.76,4.95,21.22,0,0.85,4.64,2.39,2.4,253.49,0.73,6.6,14.17,165.31,5.81,9.77,1.58,0,7.8,0,0,0,0,1.72,0,76.13,0,4.59,1.93,1.79,4.3
 72-82,0,0,1.86,0,8.1,6.43,0,37.98,0.82,0.5,7.88,109.81,13.55,2.58,2.31,1.62,1.78,0.89,0,7.42,351.33,0,13.96,18.8,126.91,0,2.88,3.87,0,3.25,2.85,0,0,0,0,0,35.44,0.53,9.46,19.73,11.14,10.39
 84-94,0,0,7.96,0,20.87,0.65,0,59.06,0,3.42,1.6,84.51,22.81,2.28,14.52,2.86,0,0,1.62,4.64,328.06,0,22.97,15.85,105.02,2.05,0.56,1.51,0,2.82,6.25,0,0,4.41,0,0,28.57,1.62,17.71,25.76,1.23,15.44
 96-106,0,0,2.67,0,21.15,4.05,0,29.34,0,6.7,11.43,144.07,17.78,8.16,15.32,5.77,9.44,0.68,9.13,2.12,304.12,0,10.98,27.27,142.31,2.67,15.64,7.73,0,9.81,24.26,0,0,1.71,0,0,43.03,3.4,5.84,17.41,12.97,17.08
108-118,0,0,0,0,30.13,14.92,0.42,82.65,0.64,6.37,3.47,181.37,25.68,8.2,9.44,5.55,26.57,5.01,1.06,13.11,324.73,0.48,9.38,7.35,211.2,2.63,3.25,4.74,0,2.27,32.22,0,0,1.88,0,0,29.02,1.8,6.31,31.81,6.58,12.53
120,1.19,0,0,0,34.79,13.95,0,76.8,1.06,11.87,14.15,134.52,29.1,11.3,18.14,10.18,18.97,7.23,0,0,216.87,7.31,27.12,16.87,271.65,1.03,0,3.34,0,45.46,62.93,0,0,0,0,0,30.13,6.19,20.85,35.43,8.68,0
