stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,699.23,0,0,0,0,10.26,0,0,0,0,0,0,22.94,0,0,0,0,0,7.13,0,0,36.76,0,0,0,0,0,1.12,0,0,0,2.23,0.95,0,0,0,0,0
 24-34,0,0,0,1.12,956.94,0,0,3.38,0,171.91,1.36,0.62,0.73,0,0,3,14.48,0,0,0,2.97,9.51,9.67,0,1.3,84.65,18.3,5.95,0,0,0,1.77,0,0,0,0,10.21,0,0,0,0,0
 36-46,0,0,0,0,513.58,0,0,9.27,0,402.93,93.52,1.75,0,0,0,0,1.38,0,0,0,0,35.33,16.71,0,5.83,33.32,63.28,0,0,0,0,0.57,0.81,0,0,0,1.98,0,0,0,0,0
 48-58,0,1.29,0,0,593.61,0,0,11,0,178.81,879.14,3,0,0,0,1.21,6.43,0,0.74,0.48,0,349.53,5.87,0.43,38.9,58.27,188.67,0.38,0,0,0,0.49,0,0,0,0,13.26,0,0,0.37,0,1.61
 60-70,1.61,0,0,0,467.58,0,0,21.86,0,233.25,2956.71,13.26,0,0,0.9,0,2.18,0,0,0,1.22,4179.53,8.38,11.39,604.52,165.49,171.22,0.88,3.1,0,8.78,1.12,0,0,0,0,15.85,0,7.54,0,18.25,4.34
 72-82,0,0,0,0,347.27,6.69,0,457.9,1.08,267.4,5436.76,37.35,31.9,0.86,0.89,0,18.67,0.88,0,0,0,12354.42,2.07,50.21,670.3,276.58,166.46,6.65,6.21,0,21.91,11.63,0,4.52,0,0,24.33,2.78,23.51,7.7,41.97,3.27
 84-94,0,0,2.22,0,635.97,4.94,0,545.14,1.5,234.43,3406.87,59.83,2.31,0,4,1.92,19.21,12.99,1.45,20.33,0,14984.87,3.01,90.29,742.19,151.07,320.7,0,0.79,0,114.09,13.4,0,0,2.37,0,16,3.12,72.64,5.62,94.9,7.05
 96-106,1.12,0,0,2.69,1001.02,36.39,2.19,512.91,16.68,235.48,4930.77,132.43,0.78,0,4.83,31.98,5.76,9.38,0.74,16.73,2.51,15831.9,41.78,60.12,940.05,583.07,227.48,4.66,3.46,0,85.51,19.12,0,10.93,0,0,5.1,3.03,22.86,45.89,143.4,6.04
108-118,22.07,0,0,0.98,373.39,27.96,2.89,363.36,0,177.22,3883.85,69.38,6.14,0,0.78,4.19,6.29,2.21,2.44,3.87,2.05,19078.12,29.38,38.97,1344.5,602.8,734.94,1.3,5.14,0,78.3,15.51,0,0.48,0,0,10,8.91,26.51,7.13,187.25,0
120,70.97,0,0,0,300.66,8.57,23.88,403.81,5.42,312.4,4479.37,60.53,15.05,0,0,6.96,15.41,0,3.08,85.89,0,15887.55,20.47,11.12,750.94,375.08,834.08,9.36,2.42,0,2.67,9.81,0,0,0,0,0,4.63,51.78,0,250.68,0
