stage,axial,eye,mesenchyme,neural,olfactory,spinal_cord
  3-4,17.23,0,0,0,0,0
  7-9,0,0,0,6.76,0,0
 10-12,0,5.57,0,5.66,0,0
 14-21,0,0,0,0,0,0.86
 36-46,0,0.6,0,0,0,0
 48-58,0,0,0.41,0,0,0
 72-82,0,3.02,0,0,76.08,0
 84-94,0,0,0,0,54.32,0
 96-106,0,0,0,0,28.99,0
108-118,0,0,0,0,9.95,0
