stage,epidermis,eye,fin_epithelia,fin_mesenchyme,glial,immune,muscle,neural,periderm,pronephros,spinal_cord,visceral_smooth_muscle
 36-46,0,0,0,0,0,0,0,9.44,0,0.67,1.04,0
 48-58,0,0,0,0.41,0,0,0,1.65,0,0,0,0
 60-70,0,2.41,0,0,0.58,0,0,0,0,0,0,0
 72-82,0,0.66,0,0,0,0,0,1.68,0,0,0,0.9
 84-94,0,0,0,0,0,0,0,0,0.85,0,0,0
 96-106,0,0,0.61,0,0,0.57,0,0,1.91,0,0,0
108-118,1.61,0,0,0,0,0,3.07,1.74,0,0,0,0
120,0,0,0,0,0,0,0,19.31,0,0,0,0
