stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.11,312.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.88,537.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.38,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0,0,0
  7-9,14.74,43.57,0,37.1,0,0,0,70.68,0,0,0,0,0,37.57,0,0,0,0,0,0,0,0,0,0,0,718.92,25.53,0,0,220.55,0,3.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.05,0,81.1,0,0,0,133.45,0,0,0,0,0,35.94,0,0,0,0,0,0,0,0,0,0,0,881.89,30.18,0,0,193.3,0,4.33,0,15.1,0,3.87,0,0,0,0,0,0
 14-21,0.89,0,0,19.52,76.82,9.52,0,18.33,0,0,0,5.97,15.64,0,9.28,0,2.54,6.7,0,47.37,2.2,37.64,0,0,47.01,273.23,12.21,0,0,6.55,0,39.62,40.46,9.84,20.35,59.74,81.11,0,0,0,0,0
 24-34,0,0,0,28.94,43.55,0,0,21.95,8.76,0,0,10.12,17.53,0,7.39,0.6,2.8,0,4.13,19.48,0.9,81.28,3.22,0,48.56,256,22.69,0.79,4.17,0,0,65.09,0,24.66,6.97,12.21,101.96,0,0,14.23,0,0
 36-46,0,0,0,4.51,24.81,0,0,20.66,11.26,4.85,3.01,17.06,6.03,0,5.89,0,1.76,0.56,2.03,15.49,1.87,83.15,4.4,0,23.59,153.77,14.15,2.54,2.91,0,0,74.34,0,11.71,5.21,0.7,50.32,0,1.37,21.16,0,4.31
 48-58,0,0,0,2.36,17.27,1.26,0,38.04,7.81,16.66,7.12,44.41,10.42,1.61,2,0,0,0,1.55,3.11,1.75,123.52,0.91,2.56,23.33,94.33,6.52,0,0.8,0,0,22.28,0,1.51,0,0,50.1,0,1.99,2.44,0,19.15
 60-70,0,0,0,0,21.72,3.43,0,29.76,2.17,12.2,16.41,46.38,5,0.95,0.59,0,5.12,1.55,1.74,8.18,1.46,158.71,0.84,1.49,7.85,30.85,1.2,1.33,1.73,0,0,12.28,0,0,2.14,0,19.47,0,0.63,4.62,0.59,11.53
 72-82,0,0,1.14,0,16.6,2.24,0,47.34,1.12,3.68,6.35,71.67,8.68,0.55,2.74,0.59,1.29,3.69,1.21,14.18,0,176.76,0.58,2.95,9.59,35.63,0.88,0,1.15,1.13,0,8.23,0,11.82,0,0,3.81,0,1.92,11.99,3.96,6.7
 84-94,0,0,1.89,0,21.21,4.28,0.6,28.63,1.15,14.09,10.38,83.88,11.32,3.67,6.16,0.7,5.98,3.03,0.66,43.76,0.68,141.52,2.97,13.59,10.98,68.96,6.1,2.46,1.83,0,6.73,18.43,0,16.25,0,0,12.85,0,1.91,4.94,2.98,0.82
 96-106,0,0,0,0,25.09,0.8,0.6,31.42,3.73,3.28,12.16,53.4,12.98,1.32,7.29,3.71,4.97,10.57,3.83,38.45,0,154.03,2.96,14.9,3.66,65.43,4.65,0.57,0,0,5.34,23.85,0,10.31,0,0,7.49,0,4.53,3.64,10.17,9.57
108-118,0,0,0.71,0,28.56,2.25,1.22,49.74,0,6.86,8.36,91.13,17.01,0,3.56,1.17,1.46,19.28,0.51,88.1,0.51,199.86,3.9,8.36,8.81,33.78,3.61,0,9.93,0,5.38,10.59,0,8.07,1.66,0,4.1,4.08,3.59,5.3,3.04,23.26
120,0,0,0,1.66,54.75,15.32,1.71,30.04,7.22,8.74,23.18,154.36,25.61,0,3.96,0,0,3.86,0,38.78,1.6,260.49,2.05,39.28,16.76,77.88,0,0,3.28,0,19.57,12.75,0,12.09,0,0,6.99,0,8.97,1.46,12.92,2.34
