stage,blastomeres,eye,gut,mesenchyme,neural,olfactory,periderm,spinal_cord,visceral_smooth_muscle
  3-4,14.66,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,5.08,0,0,0,0
 14-21,0,1.7,0,0,3.12,0,0,0,0
 24-34,0,0,0,0,1.15,1.45,0,0.77,0
 60-70,0,9.41,0,0.84,1.32,0,0,0,0
 72-82,0,0,0,0,2.05,0,1.43,0,0.84
 96-106,0,2.75,0.86,0,0,0,0,0,0
108-118,0,0,0,0,0.43,0,0,0,0
