stage,epidermis,eye,fin_epithelia,fin_mesenchyme,gut,mesenchyme,muscle,olfactory,periderm,presomitic_mesoderm
 14-21,2.25,0,0,0,0,0,1.18,0,0,1.83
 24-34,0,0,0,0,0,0,0,1.27,0,0
 48-58,0,1.54,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,8.49,0,0,0,0
 72-82,0,0,0,1.31,0,0,0,0,0,0
 84-94,0,7.13,0,0,0,0,0,0,0,0
 96-106,0,6.32,0,0,0,0,0,0,0,0
108-118,0,0,0.71,0,0.5,0,0,0,1.31,0
120,0,0,0,0,1.09,0,0,0,0,0
