stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,36.8,737.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0
  5-6,16.97,332.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,0,0,0,34.67,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.52,5.69,0,3.23,0,0,0,17.39,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,301.24,0,0,0,69.85,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.54,0,10.46,0,0,0,20.24,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,689.11,13.74,0,0,97.61,0,12.18,0,0,3.51,0,0,0,0,0,0,0,0
 14-21,0.93,0,1.07,5.4,316.94,18.51,0,18.1,0,3.32,0,10.85,8.35,2.48,1.45,0,10.63,0,0,0,0,44.73,0,0,35.98,604.06,10.72,2.11,6.16,19.54,0,53.34,1.44,32.37,4.27,24.78,49.52,176.88,0,0,7.9,0,0
 24-34,0,0,0,6.62,114.03,21.53,0,106.31,0,15.89,2.88,28.28,2.45,0,6.69,0.67,14.95,0,5.35,0.68,16.66,173.22,2.78,2.85,47.1,2091.64,7.29,10,11.46,0,0,88.16,0,2.33,2.06,3.4,24.05,443.44,0,0,64.22,0,0
 36-46,0,0,0,0,141.6,6.44,0,400.63,5.74,16.94,15.08,126.28,2.54,0.76,8.93,10.56,0.77,6.31,8.83,2.24,7.8,358.59,11.01,16.02,108.48,3075.75,10.85,14.91,15.16,0,0,98.81,0,5.49,4.71,1.57,2.37,744.76,0,2.93,35.6,0.78,3.34
 48-58,0,0,0,1.77,146.76,6.22,0,857.92,5.38,26.21,35.3,275.88,4,4.71,14.58,12.2,24.44,8.54,13.02,2.22,12.1,661.39,7.97,13.18,110.1,1934.88,20.2,8.35,17.44,0,2.42,122.19,0,0,12.77,5.96,0,618.78,0,1.87,64.21,1.55,4.02
 60-70,0,0,1.66,0,157.19,7.52,0,1171.79,10.36,43.58,57.38,208.27,6.96,2.24,11.12,26.71,5.4,12.8,11.3,3.66,0.7,840.5,2.47,26.9,83.43,1372.33,9.48,12.03,9.75,0,10.86,150.96,0.64,0,10.42,9.77,0,227.07,3.19,20.45,50.31,7.48,6.11
 72-82,0,0,6.07,0,131.21,56.86,0,1025.46,6.41,22.34,46.26,282.44,18.64,6.7,16.1,31.45,11.47,13.67,22.35,1.75,4.03,1190.84,10.1,35.27,111.22,1265.32,8.35,16.22,30.92,0,22.09,113.42,0,0,8.6,0.65,0,202.75,15.48,40.64,125.67,35.34,15.86
 84-94,0.62,0,2.12,3.02,181.54,68.62,3.86,635.22,1.32,31.33,28.92,195.32,25.75,13.76,6.55,51.44,13.08,18.54,18.68,3.15,9.93,873.42,14.51,47.65,93.74,887.56,14.68,22.5,17.75,0,7.54,199.9,0,0,4.19,4.85,0,110.96,23.14,20.78,85.76,16.99,8.24
 96-106,0,0,0.91,0,190.33,72.85,0.97,579.36,0,32.62,26.81,242.63,25.9,2.12,23.64,53.27,23.39,21.3,29.19,21.42,1.3,789.64,21.02,37.74,83.63,888.15,10.59,18.75,60.54,0,30.16,166.24,0,0,5.05,0.57,0,66.36,27.33,22.01,117.45,25.41,16.06
108-118,0.66,0,3.25,0,170.94,54.13,5.15,543.58,1.64,47.79,32.09,241.84,24.23,0,6.74,60.31,18.17,28.2,27.57,10.58,7.18,780.93,15.69,33.03,73.1,1024.78,9.83,24.48,41.37,0,14.54,107.64,0,0,11.23,1.37,0,62.11,30.73,16.04,84.59,21.73,5.73
120,0,0,0,1.66,156.99,59.92,0,371.44,1.12,27.73,12.1,281.46,22.07,0,15.12,85.05,12.6,29.66,13.81,6.31,0,534.95,1.05,20.31,59.55,1023.19,15.94,24.22,19.91,0,65.01,83.31,0,0,5.13,1.99,0,31.69,13.83,10.84,110.74,13.78,3.58
