stage,blastomeres,endocrine_pancreas,epidermis,gut,ionocyte,mucous,neural,olfactory,periderm,taste
  3-4,22.98,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,4.44,0,2.46,6.26,2.65,0
 36-46,0,0,0,0,2.34,0,0,0,0.61,0
 48-58,0,0,0,0,0.79,0,12.62,2.51,0,0
 60-70,0,0,0,0,0,0,0,1.1,3.24,0.81
 72-82,0,0.79,1.49,0,0.63,0,11.42,8.66,1.95,1.63
 84-94,0,0,0,1.64,3.39,2.89,11.15,0,5.68,0
 96-106,0,0,0,0,5.65,0,0,2.46,0,2.08
108-118,0,0,2.94,0,7.44,1.24,0,1.25,2.71,2.03
120,0,0,2.98,0,1.4,0,0,0,4.2,4.83
