stage,blastomeres,epidermis,eye,glial,liver,mesenchyme,neural,spinal_cord,vasculature
  5-6,10.7,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,9.05,0,0
 10-12,0,0,0,0,0,0,6.16,0,0
 14-21,0,0,0,0,0,0,0,0.82,0
 24-34,0,0,0.61,0,0,0,5.95,2.39,0
 36-46,0,0,0.6,1.04,0,0,5.56,0,0
 48-58,0,0,2.29,0,0,0,2.44,0.6,0
 60-70,0,0,0,1.97,0,0.97,4.55,2.64,0
 72-82,0,0,1.3,1.44,0,0,0,0,0
 84-94,0,0,0,0,0,0,1.51,3.65,6.27
 96-106,0,0,0,0,0,1.53,0,0,0
108-118,0,0,3.45,0,0.83,0,0,0,0
120,0,1.68,0,0,0,0,0,0,1.46
