stage,eye,iridophores,lateral_line,mesenchyme,mural_cell,neural,olfactory,otic,spinal_cord
  7-9,0,0,0,0,0,3.85,0,0,0
 14-21,0,0,0,0.84,0,0,0,0,0
 24-34,0,0,0,0,0,1.59,0,0.65,0
 36-46,0,0,0,0,0,7,0,0,0
 48-58,1.27,0,0,0.47,0,0,0.75,1.14,0
 60-70,0,0,0,0,1.7,0,0,5.64,0
 72-82,0.61,0,0,1.23,0,3.34,0,0.61,1.28
 84-94,3.54,0,0,0,0,16.48,0,5.17,0
 96-106,0,0,0.79,0,0,0,0,1.81,0
108-118,0,0.53,0.61,0,0,2.27,0,5.71,0
120,6.81,0,3.88,0,0,3.88,0,3.12,0
