stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,0,0,0,0,0,0,0,0,0,0
  5-6,0,80.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.25,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.83,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06,0,0,0,28.13,0,12.95,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.89,0,0,0,9.65,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,198.14,3.96,0,0,52.6,0,0,4.8,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.75,75.41,6.03,0,8.38,0,4.51,0,2.02,1.4,4.14,1.99,0,0,0,0.92,1.36,4.36,36.09,0,0,22,159.9,9.23,1.08,0.94,4.72,0,8.61,0,30.99,2.87,0.99,23.34,27.47,0,5.58,0,0
 24-34,0,0,0,2.08,67.21,1.39,0,18.57,0,11.21,3.1,3.95,0,0,4.74,0,0,0,3.33,5.88,0,81.45,0.62,1.77,27.21,111.57,5.3,0,3.19,0,0,19.25,0,0,0.7,0,4.5,20.91,0,17.86,0,0.73
 36-46,0,0,0,0,86.77,0.67,0,16.23,0,16.24,8.68,10.27,0.8,0,8.94,0,0,0,0.81,1.88,2.59,200.3,20.61,8.9,51.67,116,23.49,3.31,7.53,0,4.12,10.95,0.98,0,1.66,0,1.34,24.83,0,20.85,0,3.54
 48-58,0,0,0,0,74.32,0,0,13.34,0.71,23.68,25.95,11.81,0.51,0.74,1.69,0,0.82,0,2.21,9.61,13.46,217.91,4.66,9.61,41.03,89.69,11.69,0.64,18.69,0,4.76,38.98,0,0,0.61,0,0,13.76,3.16,23.04,0,1.07
 60-70,0,0,0,0,104.81,0,0,8.57,0,4.02,15.42,23.08,0,0,6.65,1.58,0.58,0,0.63,8.05,20.41,416.07,4.32,13.64,42.34,52.29,14.42,1.09,21.9,0,12.14,14.36,0,0,2.06,0,0,7.58,9.94,29.5,1.25,17.96
 72-82,0,0,0.69,0,77.48,1.23,0,75.5,2.25,30.56,44.6,28.45,1.15,1.32,12.77,1.68,5.38,2,4.74,10.85,10.95,655.81,5.99,15.5,52.99,72.58,7.5,2.01,31.25,0,18.12,12.15,0,0,0,0,0,9.55,9.46,19.05,12.67,23.27
 84-94,0,0,0,0,116.76,0,0,46.24,0,45.43,54.08,46.28,4.18,4.22,19.57,5.83,1.7,2.48,0.78,36.05,13.91,797.03,1.99,58.23,35.48,69.03,18.52,8.9,72.99,0,16.41,40.53,0,0,1.58,0,0,14.85,15.12,24.02,17,13.26
 96-106,0,0,1.44,0,90.92,19.67,2.03,33.98,0,26.24,33.18,41.44,8.85,0,9.55,3.32,0.86,3.46,2.33,54.15,2.1,725.9,9.25,28.11,47.14,90.87,31.96,5.96,61.34,0,12.91,44.32,0,0,0,0,0,3.37,14.32,47.77,21.69,2.97
108-118,0,0,14.01,0,143.04,9.24,0.53,48.51,1.2,41.07,59.93,55.08,13.56,0,7.02,7.48,5.48,9.46,14.81,121.88,11.41,1005.18,4.94,42.65,53.66,112.33,29.72,6.83,65.96,0,42.54,22.71,0,0,2.54,0,0,11.11,9.19,33.86,27.48,14.13
120,1.12,0,0,0,256.73,44.03,1.89,57.13,0,49.86,47.64,109.83,18.9,0,11.42,6.6,2.5,4.95,16.11,155.58,16.78,1343.32,1.65,112.79,98.11,164.41,119.12,16.02,126.23,0,46.27,21.21,0,0,1.79,0,0,3.73,26.14,35.6,38.13,19.01
