stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3.51,50.06,418.15,29.47,0,273.83,0,0,0,46.44,9.16,7.35,3.07,0,36.32,0,0,0,0,120.92,4.97,0,264.54,3190.99,58.99,38.42,5.98,47.91,0,17.55,5,558.34,2.11,91.67,1865.65,633.52,0,0,1.1,0,0
 24-34,0,2.59,29.43,133.76,1.99,0,192.27,0.68,9.66,3.83,76.09,13.47,2.86,19.11,0,91.19,3.35,7.43,13.74,0,184.58,13.78,0.82,149.27,7475.88,5.05,124.19,24.51,0,3.58,51.28,0,0.97,4.88,21.66,174.03,1104.48,0,0,39.29,0,0
 36-46,0,0,1.52,64.53,7.45,0,397.84,19.03,19.6,9.22,286.63,15.36,1.68,9.65,0,34.38,9.53,6.6,2.37,15.98,178.1,5.66,7.68,66.72,7551.48,13.73,64.87,8.27,0,0,76.34,1.52,0,5.78,11.14,4.1,1290.71,0,0.62,15.79,0,4.5
 48-58,0.39,0,0.44,54.36,2.22,0,1232.12,15.94,16.98,11.81,372.31,8.92,3.11,6.5,0,15.48,9.1,3.96,7.37,0,230.84,2.16,15.83,65.33,5661.49,6.89,30.32,7.72,0,0.98,33.88,0.65,0,0,13.25,0,995.47,0,4.42,18.91,0,18.24
 60-70,0,0.57,0,77.04,0,2.15,2091.52,11.99,34.84,6.7,370.17,1.72,2.06,6.7,12.98,15.67,3.91,9.3,15.86,0,313.42,2.16,23.75,56.42,4773.33,3.71,11.66,8.64,0,14.27,67.58,0,0,2.3,15.75,0,533.13,4.63,31.1,10,7.98,17.83
 72-82,0,1.75,0.56,77.75,9.98,0,1489.04,23.55,28.07,7.62,354.1,9.1,2.2,6.5,2.22,23.01,3.87,12.04,7.49,0,294.2,7.01,31.06,33.4,2940.56,2.93,27.2,24.21,1.13,14.72,70.52,1.65,0,9.96,9.57,0,329.28,2,23.08,28.45,31.87,6.56
 84-94,0,4.32,1.05,73.12,13.73,0,1215.04,8.94,29.76,7.1,300.78,17.4,12.92,1.94,1.47,45.36,14.66,9.73,4.68,1.35,300.27,17.59,29.17,28.54,2081.31,24.15,36.61,27.88,0,4.71,175.1,0,0,5.67,7.11,0,236.9,2.03,20.13,29.92,37.71,7.62
 96-106,0,0.81,0.79,112.26,6.12,10.79,661.04,27.73,26.4,0,269.31,18.47,0,2.35,2.81,52.08,13.14,15.64,4.66,1.36,182.13,13.32,15.89,28.05,1420.76,2.65,23.2,43.81,0,8.89,134.86,0,0,1.56,3.41,0,124.9,10.47,16.11,35.2,33.81,5.68
108-118,0,5.03,3.51,142.57,5.69,6.86,798.12,22.08,38.49,4.7,323.23,18.18,0,3.17,2.72,40.98,12.07,12.41,13.85,7.82,233.52,2.36,21.44,34.99,1843.08,9.72,27.54,23.96,0,18.24,120.94,0.64,0,1.97,5.38,0,99.5,2.81,3.68,39.85,42.8,0
120,0,3.52,0,215.72,0,0,733.73,38.97,10.86,5.46,361.24,22.17,0,0,0,35.18,5.19,5.91,7.14,0,255.2,14.64,6.89,61.34,2361.19,27.44,13.51,33.2,10.96,44.7,65.54,0,0,4.03,20.85,0,67.92,2.56,11.96,47.36,78.19,17.42
