stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,24.93,439.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,62.44,1420.31,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.97,0,546.44,0,0,0,0,0,0,0,0,0,0,0
  7-9,40.7,40.07,0,90.44,0,0,222.33,0,0,0,0,0,100.41,0,0,0,0,0,0,0,0,0,0,0,1480.71,27.41,0,0,530.28,0,265.39,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.4,0,71.93,0,18.59,111.26,0,0,0,0,0,42.65,0,0,0,0,0,5.32,0,0,0,0,0,1186.17,49.95,0,0,400.87,0,119.99,4.37,0,90.58,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.33,23.14,2.89,0,0,0,0,0,4.66,0,0,0,5.08,0,0,0,0,6.89,3.86,0,0,49.44,3.17,0,0,0,0,1497.5,0,4.81,0.85,0,8.33,14.47,0,0,0,0,0
 24-34,0,0,0,2.27,16.46,0,9.44,0,1.14,0,1.98,1.32,0,0.76,0,11.52,0,0.93,0.69,0,8.55,5.73,0,5.76,191.58,14.77,2.77,3.75,0,0,1349.92,0,0,7.1,1.22,1.63,29.12,0,0,1.57,0,0
 36-46,0,0,0,0,5.46,0,21.64,0,13.96,1.88,1.56,0,0,0,0,5.48,0,2.47,6.28,8.78,16.77,24.16,1.26,3.5,170.09,36.94,0,0.76,0,0,1463.23,0,0,6.52,0.67,0,59.91,0,0,0,0,0
 48-58,0,0,0,0,10.65,0.83,27.23,0,8.46,0,5.47,0,0,0,0.52,10.64,0,0.49,0,2.43,25.61,20.43,0,1.72,147.77,25.99,0,5.23,0,0.46,970.6,0,0,4.37,0,0,27.89,0,0,2.55,0.5,1.32
 60-70,0,0,0,0,44.26,0,81.77,5.07,25.77,2.17,19.15,0.99,0,0.78,0,14.12,0,0,0.69,2.31,121.29,11.8,0,0.67,115.39,17.97,0.72,5.99,0,1.65,799.27,0,0,1.36,0,0,19.25,0,0,0.64,0,10.36
 72-82,0,0,0,0,49.17,4.95,34.52,0,11.47,1.76,14.29,3.92,0,0,3.97,23.24,12.37,0,0.79,7.27,126.19,6.2,0,1.52,87.78,1.06,1.88,18.37,0,0,549.1,0,0,0.63,0,0,11.87,1.73,0,4.79,4.01,0
 84-94,0.62,0,0,0,95.57,12.98,54.92,0,22.34,0,7.78,5.38,0,0,1.4,33.7,0,1.57,8.23,17.74,129.4,13.05,8.12,2.3,64.03,6.48,1.17,20.12,0,0,1526.31,0,0,1.28,0.83,0,14.56,4.7,0.77,2.62,0,0
 96-106,0,0,0,0,138.86,2.22,59.44,0.59,20.74,0,23.56,14.31,0,0,1.46,42.23,0,1.63,0,1.3,89.61,11.79,0,0,96.74,6.17,1.42,20.44,0,0,1493.2,0,0,0,0,0,11.88,16.32,1.05,8.12,0,0
108-118,0,0,3.19,0,149.93,6.3,43.53,0.76,36.58,0.62,12.69,16.26,0,0,0,53.29,0,0,0.42,7.42,87.85,26.47,0.97,0,71.54,3.58,0.72,19.41,0,0,1261.46,0,0,2.66,0,0,3.49,12.45,0,0.8,0.99,0
120,0,0,0,8.82,178.58,11.03,30.13,0,36.81,0,6.75,21.41,0,0,0,49.95,0,0,3.92,0,134.17,2.51,0,4.52,172.53,8.01,1.26,24.58,0,0,768.93,0,0,4.58,0,0,0,9.87,0,0,0,0
