stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.4,12.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.95,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,3.22,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.76,0,0,0,14.38,0,0,0,0,10.88,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,30.85,4.84,0,2.13,0,0,0,0,0.98,0,0,10.89,0,0,0,0,8.23,0,0,5.06,42.83,8.96,1.08,16.84,1.07,0,0,0.91,3.49,0,0,0,16.74,0,0,2.42,0,0
 24-34,0,0,0,0.66,27.5,0,0,18.11,0,0,1.65,1.4,0,0,0,4.82,0,0,1.96,0,39.01,0,0,14,348.59,5.33,1.43,13.55,0,0,1.3,1.06,0,0,0.69,2.77,136.7,0,0,10.43,0,0
 36-46,0,0,0,0,22.07,0,0,8.5,0,1.07,0.61,2.45,0,0,0,1.26,0,0,0,0,19.56,0,0,10.35,652.83,2.01,6.14,3.03,0,0,0,1.41,0,0,0,0,364.27,0,0,1.33,0,0
 48-58,0,0,0,0,16.76,0,0,49,0,0,1.76,4.77,0,0,0,0.44,0,0,0,0,25.01,0,0.39,5.65,1333.12,0,0.88,2.28,0,0.97,0,0,0,0,0,0,419.9,0,0,1.13,0,4.71
 60-70,0,0,0,0,22.41,0,0,100.35,0,1.1,3.11,13.86,0,1.44,0,0,0,0.73,0,0,34.75,2.44,1.34,9.75,2519.5,0,3.66,3.7,0,0,7.33,0.64,0,0,0,0,682.22,0,0,0.66,0,0
 72-82,0,0,1.1,0,16.48,0.53,0,378.28,0,0,1.88,54.93,1.21,1.07,4.76,0.5,0,0,0,3.96,76.79,0,2.07,5.66,5196.83,0,3.64,2.61,0,0,2.88,0,0,0,3.45,0,1179.51,1.61,1.74,4.8,0,8.92
 84-94,0,0,1.16,0,23.41,0,0,405.51,0,0.68,2.18,49.94,2.39,1.27,1.29,2.92,1.67,1.32,0,5.22,81.43,0,2.23,4.76,4196.96,0,3.42,5.12,0,0,2,0,0,0.74,0,0,687.39,0.78,9.8,0,3.65,5.98
 96-106,0,0,1.07,0,37.95,7.14,1.88,309.91,1.48,1.24,1.31,115.8,1.28,2.58,1.04,2.07,1.52,0,24.2,0,102.85,0.68,3.95,10.39,4757.16,1.38,8.36,8.26,0,9,7.98,0,0,0,0,0,538.51,1.02,0.94,1.61,5.63,0
108-118,0,0,0,0,35.74,5.88,1.04,590.13,0,0.54,6.06,108.11,0.5,1.85,0,0.42,3.34,0,1.25,1.05,98.29,0,0.65,5.71,6634.02,0.9,6.75,1.76,0,1.8,11.35,0,0,1.21,0,0,686.18,0.89,2.94,3.9,0.87,8.76
120,0,0,0,0,96.59,5.89,0,580.47,2.29,14.64,29.51,104.84,10.23,4.62,10.57,1.72,0,0,0,0,133.11,1.49,2.13,18.25,8918.72,2.64,13.98,9.41,0,11.71,4.25,0,0,0,0,0,731.88,10.72,0,7.7,4.57,0
