stage,epidermis,eye,fin_epithelia,glial,gut,ionocyte,iridophores,liver,mesenchyme,muscle,neural,periderm,spinal_cord,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,9.05,0,1.57,0.89,0,0
 36-46,0,0,0,0,0,4.85,0,0,1.23,0,0,0,0,0,0,0
 48-58,0,9.91,0,6.21,0,0,0,0,0,0,9.88,0,0,0,0,0
 60-70,0,110.4,0,0.64,0,0,0,0,5.53,0,21.75,0,0,3.17,0,0
 72-82,3.87,88.88,0.5,10.68,0,0,0.71,0,10.94,0,28.22,0,0,1.18,0.96,7.96
 84-94,0,71.1,0,7.83,0,0,3.71,0,0,0,7.3,0,0,0,3.84,0
 96-106,1.23,45.92,0,1.67,0,1.63,0,0,3.2,0,1.37,0,0,0,0,0
108-118,2.16,160.17,0,9.22,0,1.42,1.54,2.23,4.07,0,27.73,1.72,0,0,0.49,0
120,2.89,166.02,0,7.89,1.4,0,0,0,0,2.81,0,0,0,0,0,0
