stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,172.15,6990.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.49,0,0,0,0,0,0,0,0,0,0
  5-6,75.02,1591.79,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.29,0,0,0,0,0,35.31,0,0,0,0,0,0,0,0,0,0
  7-9,15.31,5.87,0,31.98,0,0,0,40.69,0,0,0,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,415.88,28.17,0,0,113.38,0,6.65,12.17,0,0,0,0,0,0,0,0,0
 10-12,0,15.1,0,21.56,0,6.13,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.58,50.99,0,0,190.53,0,0,6.41,0,0,12.83,15.73,0,0,0,0,0
 14-21,0,0,0,2.73,55.4,7.63,0,8.05,0,0,0,30.43,1.58,0,0,0,2.07,0,0,0,1.01,43.05,1.12,0,31.03,369.79,2.55,1.09,2.67,11.62,0,55.51,1.12,30.68,4.27,56.33,144.62,0,0,2.27,0,0
 24-34,0,0,0.84,0.61,21.5,1.57,0,46.11,0,3.54,1.54,89.8,0,0,0,0.7,7.64,4.08,1.09,0,0,57.66,0.79,0.81,33.28,965.52,2.75,12.94,9.76,0,0,197.58,0,0,2.27,6.28,403.58,0,0,14.94,0,1.99
 36-46,0,0,0,0,6.86,0,0,47.69,0,3.64,1.26,87.89,0,0,0.68,2.5,5.96,15.21,0,0,0,110.46,0,0,24.43,627.36,1.93,6.89,0.74,0,0,204.1,0.81,0,2.13,0,308.67,0,0,5.81,0,3.61
 48-58,0,0,0,0,20.42,0.53,0,41.47,0,0,7.88,92.58,0,0,0.55,0,0.39,0,0.37,0,0.51,106.81,2.21,1.46,15.07,197.14,0,6.64,6.4,0,0,96.94,0,0,8.72,0,182.2,0,0,3.08,0,3.66
 60-70,0,0,0,0,34.22,0,0,15.49,0,2.79,2.4,62.48,1.86,0,0,2.49,0.58,0,0.61,0,2.64,126.72,2.04,3.83,8.13,71.68,0,6.34,8.86,0,1.64,98.05,0,0,2.32,0,43.39,2.13,1.5,3.09,3.71,0
 72-82,0,0,0,0,23.33,3.27,0,17.67,0,1.32,3.22,38.26,1.28,0,0.58,0.59,3.28,0,3.5,0,0,136.48,1.69,3.65,15.49,40.29,0,3.97,7.91,0,1.78,84.41,0,0,0.9,0,4.71,1,1.34,8,3.81,0
 84-94,0,0,3.52,0,36.42,0,0,14.51,10.45,2.69,0.91,35.47,1.68,0,0,2.52,8.87,2.1,2.91,0,0,140.61,4.15,5.73,7.05,30.04,2.53,2.29,2.64,0,3.39,197.45,0,0,0.62,0,7.35,2.62,1.63,8.33,4.38,0
 96-106,0,0,0,0,36.2,0,0,12.72,0,0.59,3.8,32.28,13.15,0,0,0.7,8.58,1.86,9.37,3.35,0.98,126.17,7.36,2.8,11.77,33.26,0.58,11.77,0.58,0,1.04,113.44,0,0,1.68,0,4.33,1.5,7.43,6.03,3.1,0
108-118,0,0,0,0,46.95,0,2.65,24.99,0,2.12,0.96,36.75,18.99,0,0,1.8,7.27,1.52,5.63,0,1.56,112.05,6.84,6.15,8.82,45.63,0,2.66,2.26,0,10.51,83.74,0,0,8.02,0,1.53,4.79,2.97,6.26,4.83,0
120,0,0,0,0,16.65,0,0,0,0,3.94,16.26,21.89,8.07,0,0,1.7,29.29,0,0,0,0,70.93,4.53,6.16,2.54,35.2,0,1.99,6.36,0,2.03,57.54,0,0,10.83,0,0,2.06,0,0,30.71,0
