stage,blastomeres,eye,gut,heart,immune,mesenchyme,neural,otic,periderm
  3-4,59.09,0,0,0,0,0,0,0,10.45
  5-6,88.17,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,4.72,0,0,0,0
 48-58,0,0,0,0,3.64,0.44,0,0,0
 60-70,0,0,0,0,17.18,0,0.97,0,0
 72-82,0,1.18,0,0,17.76,0,0,0.61,0
 84-94,0,0,0,0,21.33,0,0,0,0
 96-106,0,0,0,1.22,30.81,0,0,0,0
108-118,0,0,1.04,0,38.71,0,0,0,0
120,0,0,0,0,101.38,0,0,0,0
