stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.6,385.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,0,0,0,0,0,0,0,0,0,0
  5-6,7.66,227.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.65,14.62,0,0,18.72,0,14.73,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.52,0,0,0,0,0,0,0,0,0,49.46,0,0,0,0,0,0,0,0,0,0,0,228.58,0,0,0,48.64,0,25.33,0,0,5.78,0,0,0,0,0,0,0
 14-21,0,0,0,1.82,13.39,2.64,0,3.65,0,0,0,4.87,0,18.73,0,0.85,1.86,0,0,0,0,3.06,0,0,1.8,85.09,5.02,0,1.83,2.14,0,22.19,0,0.87,1.9,0.85,41.57,0,0,1.02,0,0
 24-34,0,0,0,0.65,2.61,0,0,6.95,0,0,0,5.31,0,4.52,1.21,9.96,1.9,0,0.6,0,2.86,13.13,0.95,0,3.78,220.94,2.26,0.69,0.71,0,2.91,65.8,0,0,4.21,0.66,78.32,0,0,1.72,0,4.24
 36-46,0,0,0,0,7.59,0,0,4.32,0,14.79,0,11.46,0,0,0.93,20.45,6.38,0,0,0.57,0.7,13.39,0.95,0,5.39,217.77,12.01,0.75,0,0,0,98.6,0,0,0.56,0,63.15,0,0,5.7,0,8.81
 48-58,0,0,0,0,11.15,0.8,0,14.32,0,0,7.56,16.86,1.26,0,1.87,26.27,4.12,0,3.12,0.37,2.74,21.43,3.61,1.91,2.96,123.19,2.54,0.96,1.64,0,0,79.24,0,0,6.56,0,37.5,0,0,7.75,0,4.77
 60-70,0,0,0,0,11.36,0,0,10.96,0,2.9,3.19,30.04,4.59,0,1.51,32.92,0,0.63,2.74,0,0,19.13,3.18,1.42,5.07,121.91,0,10.55,0.57,0,0,98.32,0,0,2.99,0,11.64,1.38,0,9.27,0,20.83
 72-82,0,0,1.94,0,10.51,12.25,0,24.95,0,2.12,0,44.03,9.81,0,1.16,45.47,4.86,3.05,1.72,0,1.95,74.45,2.79,7.22,5.11,148.94,0,6.17,1.98,0,0,56.02,0,0,3.72,0,18.66,3.59,4.89,9.24,0,0
 84-94,0,0,7.96,0,25.6,4.75,1.09,31.46,0,3.81,0.78,66.27,17.57,0,0,74.82,5.76,3.51,3.17,1.62,0.86,58.74,5.3,6.29,2.79,144.95,3.21,1.1,9.83,0,0.57,210.81,0,0,4.54,0,10.32,1.45,4.25,16.61,5.58,2.23
 96-106,0,0,2.66,0,38.58,11.23,0.66,58.31,0.87,10.02,0,94.72,27.99,0,3.36,77.13,9.27,7.24,8.31,4.09,4.28,67.45,15.92,5.61,7.74,162.64,0.73,10.47,3.68,0,8.77,139.72,0.64,0,3.75,0,3.68,7.71,0,22.86,2.91,22.45
108-118,0,0,5.99,0.64,45.58,6.72,5.83,18.21,0,3.63,0,89.03,31.06,0,7.81,68.54,16.71,23.24,1.19,8.64,6.73,93.94,10.49,23.76,3.77,168.47,2.4,11.41,4.03,0,0,152.14,0,0,2.47,0,10.43,7.51,0.9,18.7,1.17,12.99
120,0,0,3.29,0,39.41,8.34,4.72,27.79,0,8.38,0,73.3,34.05,0,5.1,145.36,6.06,8.04,5.58,2.33,0,94.51,5.34,2.4,0,203.06,2.7,18.12,26.59,0,2.67,116.62,0,0,4.71,0,20.03,2.67,1.52,16.46,18.68,0
