stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,396.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.93,0,0,0,0,0,0,0,0,0,0,0
  5-6,35.92,341.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.78,7.89,0,19.3,0,0,38.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.2,20.35,0,0,93.91,0,0,8.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.57,0,15.76,0,0,20.11,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,294.35,0,0,0,107.65,0,0,0,0,35.88,0,0,0,0,0,0,0,0
 14-21,0,0,1.05,1.77,21.41,3.24,6.67,0,0,0,2.49,1.07,0,0,0,0,0,0,0,0.86,10.4,0,0,8.21,99.62,0,1.75,0.88,2.08,0,4.28,0,13.65,1.06,0,23.62,49.21,0,0,1.07,0,1
 24-34,0,0,0.71,0.68,6.47,0,13.8,0,0,0,4.9,0,0,0,0,0.61,0,1.64,3.43,0,13.84,0,0,3.31,130.34,0.93,1.59,0.67,0,0,5.59,0,0,0,0,2.86,28.26,0,0,1.52,0,17.46
 36-46,0,0,0,0,1.48,0,21.47,3.98,11.16,2.09,12.29,0,0,2.22,0.56,0,0,0,0,16.08,9.56,0,0.57,4.16,118.59,1.6,3.18,0,0,0,3.44,0,0,0,0,0,32.04,0,0.85,0,0,24.24
 48-58,0,0,0.67,0,6.93,0,38.47,0,1.58,0,4.61,0,0,0,1.8,0,0,0,0.37,0,22.53,0,0.38,2.64,89.31,0.39,1.69,3.89,0,0,0.87,0,0,0,0,0,18.01,0,0,1.18,0,3.91
 60-70,0,0,0,0,4.22,0,48.04,0,1.03,0,11.31,0,0,0,1.16,0,1.83,0,0,0,27.14,0,0.71,5.77,75.04,4.7,0,0.81,0,0.82,1.64,0,0,0.59,0,0,10.44,0,0,0,4.07,0
 72-82,0,0,0.93,0,3.23,4.78,21.27,0,0,1.4,12.9,1.47,0,0,2.67,0.66,0,1.55,0,0,30.45,0,3.11,3.92,45.63,1.23,4.86,3.83,0,0,5.53,0,0,0,0,0,2.06,0.56,2.11,0,0,4.75
 84-94,0,0,2.12,0,3.59,0.62,27.96,0,1.41,0.65,15.12,0.75,0,0.85,0,0.56,0,0,1.43,0,21.96,0,0,3.32,29.92,0.67,0.95,2.2,0,0,13.64,0,0,0,0,0,5.79,0.78,0,3.36,2.03,0
 96-106,0,0,0,1.03,1.37,6.12,19.41,0,1.49,0.75,25.63,1.13,0,0,1.7,0,0,1.23,0,0,31.83,1.42,1.01,9.96,45.96,2.06,3.49,1.55,0,1.17,12.5,0,0,0,0,0,0,0,2.06,1.65,5.51,2.59
108-118,0,0,2.13,0,6.25,1.74,21.57,0,4.35,0,16.89,1.11,0,0.88,3.42,0,1.05,1.03,0.55,2.01,32.48,1.14,2.62,3.47,53.98,0.48,1.48,2.68,0,0,8.5,0,0,0.94,0.5,0,0.44,0.68,0,0.94,0.9,0.83
120,0,0,0,0,9.76,8.59,34.01,0,1.03,10.88,14.08,7.98,0,2.09,0,0,0,0,0,0,32.71,0,0,3.58,40.22,0,11.47,0,0,0,6.08,0,0,0,0,0,0,0,4.12,18.3,0,0
