stage,fin_epithelia,ionocyte,periderm
 48-58,0,0,3.09
 60-70,0,0,12.99
 72-82,0,0,10.41
 84-94,0,0,21.4
 96-106,0,0,13.81
108-118,0.66,0.67,14.97
120,0,0,6.34
