stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,11.68,0,2.5,2.5,0,0.83,0.83,1.67
3dpf,9.77,0.57,1.15,0,1.72,0,0,0
5dpf,5.17,0.52,0,0.52,3.1,0,0,2.07
10dpf,5.65,0,0.63,0,0,0,0,0
