stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,2,0,0,0,0
2dpf,0,6.67,0,0,0,0
3dpf,2.3,0,0,0.57,0,0
5dpf,2.58,72.87,0.52,2.07,0.52,1.55
10dpf,4.39,47.69,0,1.26,0.63,0.63
