stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,10.92,2.3,1.72,0,10.92
5dpf,0.52,0,1.03,0,53.75
10dpf,1.88,0,0,0.63,5.65
