stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,216.78,10.32,0,0,72.26,10.32,0,0,72.26,10.32
12hpf,109.88,5.78,3.86,5.78,48.19,11.57,0,17.35,84.82,55.9
14hpf,117.04,0,13.38,20.06,20.06,3.34,0,16.72,43.47,40.13
16hpf,98.44,14.36,14.36,14.36,38.97,12.3,6.15,4.1,63.58,49.22
19hpf,129.16,0,0,4.38,26.27,8.76,2.19,4.38,6.57,30.65
24hpf,101,1,6,8,32,16,3,1,19,12
2dpf,367.83,7.51,29.19,55.88,155.97,360.32,34.2,6.67,101.76,188.5
3dpf,1467.07,10.34,16.09,21.84,25.28,363.75,8.62,0,28.73,81.6
5dpf,118.35,15.5,38.76,72.36,25.84,317.85,24.81,16.02,43.41,266.17
10dpf,545.95,30.12,67.77,74.68,22.59,373.38,21.34,0,35.14,106.68
