stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,1,0,0,0,0
2dpf,8.34,0,0,0,0
3dpf,74.7,0,0.57,0,0.57
5dpf,0.52,0.52,0.52,0.52,0
10dpf,8.79,0,1.88,0.63,0
