stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.34,0,1.67,0,4.17,0.83,2.5
3dpf,21.26,0,0.57,0,1.72,0,0.57
5dpf,0.52,0.52,0.52,0.52,2.58,0,5.17
10dpf,5.65,0,0,0,4.39,0,1.26
