stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,10.32,0,20.65,0,0,0,20.65,30.97
12hpf,79.04,3.86,7.71,3.86,42.41,3.86,0,23.13,50.12,50.12
14hpf,183.91,3.34,36.78,20.06,23.41,33.44,3.34,23.41,63.53,76.91
16hpf,182.52,4.1,22.56,12.3,96.39,43.07,22.56,26.66,116.9,137.4
19hpf,315.24,0,4.38,10.95,37.22,19.7,13.14,13.14,50.35,105.08
24hpf,359,10,76,14,95,51,43,3,148,127
2dpf,404.53,12.51,41.7,42.54,164.31,310.28,73.4,5.84,125.11,202.68
3dpf,1485.46,33.33,21.84,35.05,24.71,416.04,16.66,0,29.88,95.39
5dpf,109.57,21.19,65.64,49.62,20.67,235.16,23.77,8.27,65.12,273.4
10dpf,407.9,16.94,77.19,28.87,12.55,172.57,9.41,0,21.96,53.34
