stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5,0,0,0.83,0,0,0,5
3dpf,152.28,0,0.57,1.72,1.72,0,0,2.3
5dpf,7.75,0,0,1.55,5.17,0.52,1.03,10.85
10dpf,35.77,0.63,1.26,0,3.77,0.63,0,3.77
