stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0.83,2.5
3dpf,1.72,0.57,0,2.87,0,1.15
5dpf,0,0,0.52,1.55,0.52,0.52
10dpf,1.26,0.63,0.63,3.14,0.63,0
