stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,0
3dpf,6.32,0,0.57,1.72,0,0,0
10dpf,6.28,1.26,0.63,2.51,0.63,1.26,2.51
