stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.17,0,0.83,0,1.67,0,0.83,4.17
3dpf,14.94,0,0.57,0,4.02,0,0.57,2.3
5dpf,2.07,0.52,3.1,0.52,5.69,0.52,1.03,4.13
10dpf,2.51,0,1.88,0,1.26,0,0,0.63
