stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1600.06,0,0,0,51.61,10.32,0,103.23,103.23,30.97
12hpf,456.88,1.93,3.86,40.48,38.56,3.86,0,52.05,23.13,23.13
14hpf,210.66,0,3.34,93.63,30.09,16.72,0,20.06,20.06,43.47
16hpf,82.03,8.2,2.05,32.81,34.86,10.25,0,24.61,12.3,43.07
19hpf,229.86,0,0,30.65,8.76,2.19,17.51,6.57,0,6.57
24hpf,93,0,1,33,12,5,8,4,10,15
2dpf,416.2,3.34,9.17,123.44,154.3,234.38,31.69,29.19,70.06,83.41
3dpf,629.81,3.45,1.15,49.99,12.64,141.94,1.72,0,5.17,39.65
5dpf,80.11,7.75,10.34,180.37,13.44,186.06,16.54,61.5,18.61,122.49
10dpf,663.93,13.81,7.53,87.85,14.43,150.61,6.9,1.88,10.04,68.4
