stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
3dpf,1.15,3.45,0,0.57,0.57
5dpf,0.52,8.27,0.52,0,2.07
10dpf,0.63,6.9,0,0,0
