stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6173.12,113.55,30.97,0,1125.2,82.58,0,165.17,2549.77,2281.37
12hpf,3940.32,188.92,17.35,171.57,1467.02,233.26,15.42,204.34,2471.38,1827.51
14hpf,4109.61,90.28,224.04,344.42,1150.29,501.58,96.97,63.53,2150.1,2016.35
16hpf,2280.51,203.03,328.13,276.86,1144.36,449.13,147.66,79.98,1985.19,2190.27
19hpf,470.67,30.65,74.43,63.49,214.54,45.97,30.65,13.14,617.35,1291.62
24hpf,518,19,70,79,185,129,24,14,933,456
2dpf,25.86,5.84,37.53,2.5,6.67,63.39,0.83,1.67,33.36,40.87
3dpf,436.73,103.44,61.49,9.77,18.96,211.47,5.17,0,7.47,54.02
5dpf,553.01,183.47,320.43,290.46,153.5,2055.43,133.86,79.07,333.87,1101.88
10dpf,962.01,397.86,181.36,120.49,56.48,781.28,43.93,1.26,119.23,196.42
